Sociedad,ItemCode,Fecha Local,Precio Unit Local,Moneda Local,Proveedor Local,Fecha Internacional,Precio Unit Internacional,Moneda Internacional,Proveedor Internacional
MP,A18110008691,2024-04-05 00:00:00,24,USD,OHS INDUSTRIALES E.I.R.L.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110008692,2026-04-30 00:00:00,6.46,USD,OHS INDUSTRIALES E.I.R.L.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110008693,2021-02-17 00:00:00,15.84,USD,OHS INDUSTRIALES E.I.R.L.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110008694,2025-10-20 00:00:00,11.8644,SOL,FERRETERIA Y REPUESTOS HIDRAULICOS MARLON S.A.C. - FERHIMAR S.A.C.,2022-10-07 00:00:00,4.66,USD,SMITH BERGER MARINE
MP,A18110008696,2022-01-28 00:00:00,7.6275,SOL,PERNO CENTRO LA HEROICA E.I.R.L.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110008697,2025-05-06 00:00:00,2.31,USD,OHS INDUSTRIALES E.I.R.L.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110008700,2024-06-21 00:00:00,2.5,USD,OHS INDUSTRIALES E.I.R.L.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110008701,2019-04-01 00:00:00,33.0508,SOL,RUBIO MORENO JUAN ARISTOTELES,2022-10-07 00:00:00,16.76,USD,SMITH BERGER MARINE
MP,A18110008702,2025-05-21 00:00:00,2.42,USD,OHS INDUSTRIALES E.I.R.L.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110008705,2019-05-17 00:00:00,11.3,SOL,HYDRAULIC SUPPLY COMPANY SAC,2019-01-22 00:00:00,1.61,USD,SMITH BERGER MARINE
SP,A18110008705,2020-08-17 00:00:00,22.8,SOL,HYDRAULIC SUPPLY COMPANY S.A.C.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110008706,2025-10-20 00:00:00,17.7966,SOL,FERRETERIA Y REPUESTOS HIDRAULICOS MARLON S.A.C. - FERHIMAR S.A.C.,2022-10-07 00:00:00,7.17,USD,SMITH BERGER MARINE
SP,A18110008706,2020-11-12 00:00:00,5.22,USD,OHS INDUSTRIALES E.I.R.L.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110008708,2024-12-18 00:00:00,1.48,USD,OHS INDUSTRIALES E.I.R.L.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110008710,2025-05-06 00:00:00,3.09,USD,OHS INDUSTRIALES E.I.R.L.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110008711,2026-04-30 00:00:00,3.59,USD,OHS INDUSTRIALES E.I.R.L.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110008712,2021-02-16 00:00:00,1,USD,SOLUCIONES PESQUERAS S.A.C.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110008713,2019-05-03 00:00:00,38.1356,SOL,RUBIO MORENO JUAN ARISTOTELES,2019-01-22 00:00:00,10.74,USD,SMITH BERGER MARINE
MP,A18110008716,2025-10-17 00:00:00,27.1186,SOL,FERRETERIA Y REPUESTOS HIDRAULICOS MARLON S.A.C. - FERHIMAR S.A.C.,2022-10-07 00:00:00,12.73,USD,SMITH BERGER MARINE
MP,A18110008717,2021-02-18 00:00:00,0.5,USD,SOLUCIONES PESQUERAS S.A.C.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110008718,2024-03-26 00:00:00,1.08,USD,OHS INDUSTRIALES E.I.R.L.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110008722,2024-12-18 00:00:00,3.06,USD,OHS INDUSTRIALES E.I.R.L.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110008723,2019-08-22 00:00:00,3,USD,SOLUCIONES HIDRAULICAS Y MINERAS E.I.R.L.  SOHIMIN E.I.R.L.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110008724,2024-03-27 00:00:00,3.99,USD,OHS INDUSTRIALES E.I.R.L.,2022-10-07 00:00:00,4.39,USD,SMITH BERGER MARINE
MP,A18110008728,2019-05-20 00:00:00,14,SOL,HYDRAULIC SUPPLY COMPANY SAC,No existe registros,No existe registros,No existe registros,No existe registros
SP,A18110008728,2020-11-12 00:00:00,2.32,USD,OHS INDUSTRIALES E.I.R.L.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110008729,2019-07-10 00:00:00,35.6,SOL,HYDRAULIC SUPPLY COMPANY SAC,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110008730,2025-09-11 00:00:00,7.6271,SOL,FERRETERIA Y REPUESTOS HIDRAULICOS MARLON S.A.C. - FERHIMAR S.A.C.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110008731,2025-11-26 00:00:00,69.09,USD,OHS INDUSTRIALES E.I.R.L.,2018-11-26 00:00:00,29.97,USD,SMITH BERGER MARINE
MP,A18110008732,2020-10-06 00:00:00,8.48,USD,SOLUCIONES PESQUERAS S.A.C.,2022-10-07 00:00:00,2.96,USD,SMITH BERGER MARINE
MP,A18110008737,2019-05-09 00:00:00,37.8,SOL,HYDRAULIC SUPPLY COMPANY SAC,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110008738,2019-05-09 00:00:00,6.7797,SOL,RUBIO MORENO JUAN ARISTOTELES,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110008739,2019-05-08 00:00:00,10.1695,SOL,RUBIO MORENO JUAN ARISTOTELES,2019-03-18 00:00:00,3.11,USD,SMITH BERGER MARINE
MP,A18110008740,2025-09-17 00:00:00,8,SOL,MULTISERVICIOS RYCO E.I.R.L.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110008743,2019-09-20 00:00:00,11.017,SOL,RUBIO MORENO JUAN ARISTOTELES,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110008745,2025-07-11 00:00:00,6.7796,SOL,FERRETERIA Y REPUESTOS HIDRAULICOS MARLON S.A.C. - FERHIMAR S.A.C.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110008746,2019-04-29 00:00:00,15.2458,SOL,RUBIO MORENO JUAN ARISTOTELES,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110008748,2020-11-25 00:00:00,0.83,USD,OHS INDUSTRIALES E.I.R.L.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110008750,2020-03-19 00:00:00,9.83,SOL,SOLUCIONES PESQUERAS S.A.C.,2019-04-25 00:00:00,1.57,USD,SMITH BERGER MARINE
MP,A18110008751,2025-07-11 00:00:00,3.3898,SOL,FERRETERIA Y REPUESTOS HIDRAULICOS MARLON S.A.C. - FERHIMAR S.A.C.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110008752,2023-08-31 00:00:00,1.14,USD,OHS INDUSTRIALES E.I.R.L.,2022-10-07 00:00:00,1.54,USD,SMITH BERGER MARINE
MP,A18110008753,2025-07-11 00:00:00,7.6271,SOL,FERRETERIA Y REPUESTOS HIDRAULICOS MARLON S.A.C. - FERHIMAR S.A.C.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110008754,2020-10-06 00:00:00,8.22,USD,SOLUCIONES PESQUERAS S.A.C.,2019-01-22 00:00:00,1.46,USD,SMITH BERGER MARINE
MP,A18110008759,2019-04-02 00:00:00,42,SOL,HYDRAULIC SUPPLY COMPANY SAC,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110008761,2025-11-12 00:00:00,38.1356,SOL,FERRETERIA Y REPUESTOS HIDRAULICOS MARLON S.A.C. - FERHIMAR S.A.C.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110008762,2019-02-07 00:00:00,17,SOL,HYDRAULIC SUPPLY COMPANY SAC,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110008766,2021-03-26 00:00:00,6.63,USD,OHS INDUSTRIALES E.I.R.L.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110008767,2020-11-23 00:00:00,2.42,USD,OHS INDUSTRIALES E.I.R.L.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110008769,2025-06-23 00:00:00,32.59,SOL,HYDRAULIC SUPPLY COMPANY SAC,2022-10-07 00:00:00,18.28,USD,SMITH BERGER MARINE
MP,A18110008770,2019-05-08 00:00:00,4.2373,SOL,RUBIO MORENO JUAN ARISTOTELES,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110008771,2025-07-25 00:00:00,5.81,USD,SERVICIOS GENERALES GISSELA S.A.C,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110008772,2025-10-20 00:00:00,17.8,SOL,FERRETERIA Y REPUESTOS HIDRAULICOS MARLON S.A.C. - FERHIMAR S.A.C.,2022-10-07 00:00:00,8.18,USD,SMITH BERGER MARINE
MP,A18110008773,2025-03-18 00:00:00,8.475,SOL,FERSANTA SAC,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110008774,2025-11-27 00:00:00,15.52,SOL,HYDRAULIC SUPPLY COMPANY SAC,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110008777,2021-02-17 00:00:00,6,USD,OHS INDUSTRIALES E.I.R.L.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110008778,2024-03-27 00:00:00,1.6,USD,OHS INDUSTRIALES E.I.R.L.,2022-10-07 00:00:00,1.76,USD,SMITH BERGER MARINE
MP,A18110008779,2025-09-12 00:00:00,6.7797,SOL,FERRETERIA Y REPUESTOS HIDRAULICOS MARLON S.A.C. - FERHIMAR S.A.C.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110008780,2026-05-22 00:00:00,4.2372,SOL,FERRETERIA Y REPUESTOS HIDRAULICOS MARLON S.A.C. - FERHIMAR S.A.C.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110008781,2019-10-18 00:00:00,3.3898,SOL,RUBIO MORENO JUAN ARISTOTELES,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110008782,2025-10-17 00:00:00,17.7966,SOL,FERRETERIA Y REPUESTOS HIDRAULICOS MARLON S.A.C. - FERHIMAR S.A.C.,2018-11-26 00:00:00,2.17,USD,SMITH BERGER MARINE
MP,A18110008784,2024-03-04 00:00:00,0.91,USD,OHS INDUSTRIALES E.I.R.L.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110008785,2025-11-26 00:00:00,4.31,USD,OHS INDUSTRIALES E.I.R.L.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110008786,2019-02-07 00:00:00,7.7,SOL,HYDRAULIC SUPPLY COMPANY SAC,2022-10-07 00:00:00,2.03,USD,SMITH BERGER MARINE
MP,A18110008787,2021-02-17 00:00:00,4.83,USD,OHS INDUSTRIALES E.I.R.L.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110008791,2019-08-27 00:00:00,5.0847,SOL,RUBIO MORENO JUAN ARISTOTELES,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110008794,2020-10-29 00:00:00,3.42,USD,OHS INDUSTRIALES E.I.R.L.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110008795,2026-01-14 00:00:00,4.2372,SOL,FERRETERIA Y REPUESTOS HIDRAULICOS MARLON S.A.C. - FERHIMAR S.A.C.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110008796,2025-07-09 00:00:00,5.9322,SOL,FERRETERIA Y REPUESTOS HIDRAULICOS MARLON S.A.C. - FERHIMAR S.A.C.,2022-10-07 00:00:00,3.08,USD,SMITH BERGER MARINE
MP,A18110008797,2019-05-20 00:00:00,11.3,SOL,HYDRAULIC SUPPLY COMPANY SAC,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110008798,2022-02-22 00:00:00,2.59,USD,OHS INDUSTRIALES E.I.R.L.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110008799,2025-05-06 00:00:00,17.2,USD,OHS INDUSTRIALES E.I.R.L.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110008800,2026-05-25 00:00:00,7,SOL,MEGA PERU MULTISERVICIOS S.A.C.,No existe registros,No existe registros,No existe registros,No existe registros
SP,A18110008800,2020-08-14 00:00:00,13.8,SOL,HYDRAULIC SUPPLY COMPANY S.A.C.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110008802,2025-06-23 00:00:00,3.45,SOL,HYDRAULIC SUPPLY COMPANY SAC,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110008803,2019-03-13 00:00:00,10.1695,SOL,RUBIO MORENO JUAN ARISTOTELES,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110008804,2024-03-26 00:00:00,1.48,USD,OHS INDUSTRIALES E.I.R.L.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110008805,2022-02-22 00:00:00,1.05,USD,OHS INDUSTRIALES E.I.R.L.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110008806,2025-12-04 00:00:00,10.1695,SOL,FERRETERIA Y REPUESTOS HIDRAULICOS MARLON S.A.C. - FERHIMAR S.A.C.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110008807,2019-03-21 00:00:00,4.2373,SOL,RUBIO MORENO JUAN ARISTOTELES,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110008808,2019-05-06 00:00:00,10.8,SOL,HYDRAULIC SUPPLY COMPANY SAC,2018-11-26 00:00:00,1.7,USD,SMITH BERGER MARINE
MP,A18110008812,2020-11-19 00:00:00,1.6347,USD,SOLUCIONES PESQUERAS S.A.C.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110008813,2019-05-10 00:00:00,5.9322,SOL,RUBIO MORENO JUAN ARISTOTELES,2019-01-18 00:00:00,1.19,USD,SMITH BERGER MARINE
MP,A18110008816,2022-10-18 00:00:00,950,USD,POWERMATIC S A,2026-03-12 00:00:00,816.96,USD,INDUSTRIAL GLOBAL SALES
MP,A18110008818,2022-02-08 00:00:00,950,USD,JORLE INDUSTRIAL S.A.C.,2026-03-24 00:00:00,669.94,USD,INDUSTRIAL GLOBAL SALES
SP,A18110008818,2020-02-03 00:00:00,1367.88,SOL,MARCO PERUANA S A,2021-05-07 00:00:00,428.1004,USD,INDUSTRIAL GLOBAL SALES
MP,A18110008819,2022-10-18 00:00:00,1500,USD,OLEOHIDRAULICS SERVICES S.A.C.,2026-06-24 00:00:00,583.2428,USD,INDUSTRIAL GLOBAL SALES
MP,A18110008824,2021-10-06 00:00:00,1184.93,SOL,SOLUCIONES PESQUERAS S.A.C.,2021-05-18 00:00:00,261.99,USD,INDUSTRIAL GLOBAL SALES
MP,A18110008825,2022-11-02 00:00:00,285,USD,JORLE INDUSTRIAL S.A.C.,2023-09-05 00:00:00,145.222,USD,INDUSTRIAL GLOBAL SALES
SP,A18110008825,2020-02-03 00:00:00,333.79,SOL,MARCO PERUANA S A,No existe registros,No existe registros,No existe registros,No existe registros
SP,A18110008826,2020-02-03 00:00:00,705.06,SOL,MARCO PERUANA S A,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110008827,2022-09-27 00:00:00,749.8,USD,JORLE INDUSTRIAL S.A.C.,2025-05-13 00:00:00,522.3848,USD,INDUSTRIAL GLOBAL SALES
SP,A18110008827,2020-02-03 00:00:00,1138.73,SOL,MARCO PERUANA S A,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110008828,2020-02-12 00:00:00,174.58,USD,SOLUCIONES PESQUERAS S.A.C.,No existe registros,No existe registros,No existe registros,No existe registros
SP,A18110008828,2020-02-03 00:00:00,536.84,SOL,MARCO PERUANA S A,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110008829,2020-10-12 00:00:00,51.3208,USD,SOLUCIONES PESQUERAS S.A.C.,No existe registros,No existe registros,No existe registros,No existe registros
SP,A18110008829,2020-02-03 00:00:00,157.8,SOL,MARCO PERUANA S A,No existe registros,No existe registros,No existe registros,No existe registros
SP,A18110008832,2020-02-03 00:00:00,549.45,SOL,MARCO PERUANA S A,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110008833,2026-02-24 00:00:00,215,USD,SOUTHECK SAC,2019-12-19 00:00:00,182.55,USD,EATON INDUSTRIES (CHILE) SPA
SP,A18110008833,2020-02-03 00:00:00,662.39,SOL,MARCO PERUANA S A,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110008834,2022-10-18 00:00:00,1950,USD,POWERMATIC S A,2026-01-23 00:00:00,1572.97,EUR,NORD FLUID S.P.A.
MP,A18110008835,2021-10-15 00:00:00,113.07,USD,JORLE INDUSTRIAL S.A.C.,No existe registros,No existe registros,No existe registros,No existe registros
SP,A18110008835,2020-02-03 00:00:00,101.72,SOL,MARCO PERUANA S A,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110008836,2021-02-11 00:00:00,747.09,USD,SOLUCIONES PESQUERAS S.A.C.,2026-04-07 00:00:00,781.28,USD,INDUSTRIAL GLOBAL SALES
SP,A18110008842,2020-12-17 00:00:00,13.7876,USD,MARCO PERUANA S A,No existe registros,No existe registros,No existe registros,No existe registros
SP,A18110008843,2021-03-24 00:00:00,6.6794,USD,MARCO PERUANA S A,No existe registros,No existe registros,No existe registros,No existe registros
SP,A18110008844,2020-02-03 00:00:00,147.62,SOL,MARCO PERUANA S A,No existe registros,No existe registros,No existe registros,No existe registros
SP,A18110008851,2020-02-03 00:00:00,1282.7,SOL,MARCO PERUANA S A,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110008855,2025-08-19 00:00:00,54.98,USD,JORLE INDUSTRIAL S.A.C.,2026-03-12 00:00:00,26.36,USD,INDUSTRIAL GLOBAL SALES
SP,A18110008857,2021-01-12 00:00:00,27.4277,USD,MARCO PERUANA S A,No existe registros,No existe registros,No existe registros,No existe registros
SP,A18110008870,2020-02-14 00:00:00,22.86,SOL,MARCO PERUANA S A,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110008872,2020-10-29 00:00:00,10.88,USD,SOLUCIONES PESQUERAS S.A.C.,2026-05-26 00:00:00,16.65,USD,INDUSTRIAL GLOBAL SALES
SP,A18110008872,2020-02-03 00:00:00,35.26,SOL,MARCO PERUANA S A,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110008874,2019-01-24 00:00:00,4,USD,OHS INDUSTRIALES E.I.R.L.,2019-02-12 00:00:00,4.6096,USD,EATON INDUSTRIES (CHILE) SPA
MP,A18110008879,2020-08-26 00:00:00,5.7515,USD,SOLUCIONES PESQUERAS S.A.C.,No existe registros,No existe registros,No existe registros,No existe registros
SP,A18110008879,2020-02-14 00:00:00,17.69,SOL,MARCO PERUANA S A,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110008884,2025-01-14 00:00:00,29.7,SOL,FRIDEMBO S.A.C.,No existe registros,No existe registros,No existe registros,No existe registros
SP,A18110008884,2020-02-14 00:00:00,19.01,SOL,MARCO PERUANA S A,No existe registros,No existe registros,No existe registros,No existe registros
SP,A18110008886,2020-02-14 00:00:00,14.84,SOL,MARCO PERUANA S A,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110008893,2021-05-24 00:00:00,14.3503,USD,SOLUCIONES PESQUERAS S.A.C.,2025-06-10 00:00:00,21.67,EUR,NORD FLUID S.P.A.
MP,A18110008896,2019-03-01 00:00:00,1.7,SOL,RODIMPORT S.R.L.,2019-02-12 00:00:00,4.6096,USD,EATON INDUSTRIES (CHILE) SPA
SP,A18110008905,2020-03-05 00:00:00,5.289,USD,MARCO PERUANA S A,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110008940,2025-03-14 00:00:00,76.271,SOL,FERSANTA SAC,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110008941,2025-03-14 00:00:00,322.034,SOL,FERSANTA SAC,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110008942,2025-10-16 00:00:00,54.21,USD,OHS INDUSTRIALES E.I.R.L.,2024-01-05 00:00:00,116.2829,USD,INDUSTRIAL GLOBAL SALES
MP,A18110008943,2026-04-09 00:00:00,57.92,USD,OHS INDUSTRIALES E.I.R.L.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110008944,2026-01-14 00:00:00,194.92,SOL,FRIDEMBO S.A.C.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110008945,2025-06-24 00:00:00,59.322,SOL,FERRETERIA Y REPUESTOS HIDRAULICOS MARLON S.A.C. - FERHIMAR S.A.C.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110008946,2024-07-25 00:00:00,54.52,USD,OHS INDUSTRIALES E.I.R.L.,2024-03-22 00:00:00,78.11,USD,INDUSTRIAL GLOBAL SALES
SP,A18110008947,2020-02-20 00:00:00,50.81,USD,MARCO PERUANA S A,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110008949,2025-12-10 00:00:00,10.49,USD,OHS INDUSTRIALES E.I.R.L.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110008980,2025-12-03 00:00:00,65.34,USD,OHS INDUSTRIALES E.I.R.L.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110008984,2024-03-14 00:00:00,185,USD,RLF ENERGY SOCIEDAD ANONIMA CERRADA - RLF ENERGY S.A.C.,2025-10-17 00:00:00,118.81,USD,PARKER HANNIFIN CHILE LTDA
MP,A18110008987,2026-05-18 00:00:00,40,USD,PRONA FILTROS E.I.R.L.,2022-11-23 00:00:00,33.2736,USD,PARKER HANNIFIN CHILE LTDA
MP,A18110009000,2021-10-21 00:00:00,293.71,SOL,SOLUCIONES PESQUERAS S.A.C.,No existe registros,No existe registros,No existe registros,No existe registros
MP,A18110009013,2021-01-26 00:00:00,153.82,USD,SOLUCIONES PESQUERAS S.A.C.,2023-11-16 00:00:00,132.7,EUR,WALVOIL S.P.A
MP,A18110009020,2023-03-20 00:00:00,750,SOL,ALEGRE PISCOCHE LUIS JULIO,2023-10-30 00:00:00,106.25,EUR,WALVOIL S.P.A
MP,A18110009021,2021-09-23 00:00:00,251.71,SOL,SOLUCIONES PESQUERAS S.A.C.,2026-03-06 00:00:00,40.01,EUR,WALVOIL S.P.A
