Sociedad,Tipo de Compra,PO,ItemCode,Line PO,TrnspName,Codigo de cliente/proveedor,Tipo Producto,Max_FechPO,Max_FechIN,Avg_Q_PO,Sum_Q_EM,Diferencia en meses,Outlier
SP,Local,255600299,250600001,20,TERRE,P20545235057,ND,2025-06-24,2025-07-21,4.0,4.0,0.9,NO
MP,Local,234725348,A18110000107,0,TERRE,P20100708991,Acople,2023-08-02,2023-08-08,10.0,10.0,0.2,NO
MP,Local,265705267,A18110000107,9,TERRE,P20511843783,Acople,2026-06-10,2026-06-12,15.0,15.0,0.1,NO
MP,Local,234727545,A18110000107,0,TERRE,P20492035867,Acople,2023-10-20,2023-10-25,5.0,5.0,0.2,SI
MP,Local,256806829,A18110000107,4,TERRE,P20543978281,Acople,2025-08-18,2025-08-20,10.0,10.0,0.1,NO
MP,Local,265701874,A18110000107,3,TERRE,P20511843783,Acople,2026-03-05,2026-03-10,15.0,15.0,0.2,NO
MP,Local,256809326,A18110000107,1,TERRE,P20543978281,Acople,2025-10-31,2025-11-04,15.0,15.0,0.1,NO
MP,Importación,223706536,A18110000107,23,MARITIMO,PE0000000005,Acople,2022-10-18,2023-02-21,17.0,17.0,4.2,NO
MP,Local,234728396,A18110000107,0,TERRE,P20492035867,Acople,2023-11-21,2023-11-24,5.0,5.0,0.1,NO
MP,Local,265701434,A18110000107,3,TERRE,P20511843783,Acople,2026-02-19,2026-02-24,10.0,10.0,0.2,NO
MP,Local,246803275,A18110000107,2,TERRE,P20100708991,Acople,2024-05-08,2024-05-09,5.0,5.0,0.0,NO
MP,Local,246804744,A18110000107,15,TERRE,P20612085511,Acople,2024-07-04,2024-07-10,5.0,5.0,0.2,NO
MP,Local,234727933,A18110000107,3,TERRE,P20100708991,Acople,2023-11-06,2023-11-07,5.0,5.0,0.0,NO
MP,Local,234723331,A18110000107,0,TERRE,P20492035867,Acople,2023-05-23,2023-05-25,20.0,20.0,0.1,NO
MP,Local,265703271,A18110000107,11,TERRE,P20511843783,Acople,2026-04-13,2026-04-15,10.0,10.0,0.1,NO
MP,Local,265702781,A18110000107,10,TERRE,P20511843783,Acople,2026-03-30,2026-04-01,15.0,15.0,0.1,NO
MP,Importación,265703740,A18110000107,13,MARITIMO,PE0000000005,Acople,2026-04-26,2026-06-24,30.0,30.0,2.0,NO
MP,Local,256810828,A18110000107,1,TERRE,P20511843783,Acople,2025-12-16,2025-12-18,15.0,15.0,0.1,NO
MP,Local,256808982,A18110000107,54,TERRE,P20511843783,Acople,2025-10-22,2025-10-27,10.0,10.0,0.2,NO
MP,Local,256804262,A18110000107,9,TERRE,P20100708991,Acople,2025-05-22,2025-05-28,10.0,10.0,0.2,NO
MP,Local,265703726,A18110000107,0,TERRE,P20511843783,Acople,2026-04-24,2026-04-28,15.0,15.0,0.1,NO
MP,Local,234723675,A18110000107,0,TERRE,P20492035867,Acople,2023-06-07,2023-06-10,25.0,25.0,0.1,NO
MP,Local,265700354,A18110000107,1,TERRE,P20511843783,Acople,2026-01-14,2026-01-16,10.0,10.0,0.1,NO
MP,Local,265703846,A18110000107,21,TERRE,P20511843783,Acople,2026-04-28,2026-05-04,6.0,6.0,0.20000000000000004,NO
MP,Local,234725884,A18110000107,0,TERRE,P20100708991,Acople,2023-08-21,2023-09-01,10.0,10.0,0.4,NO
MP,Local,265701724,A18110000107,1,TERRE,P20511843783,Acople,2026-02-27,2026-03-03,15.0,15.0,0.1,NO
MP,Local,234726561,A18110000107,2,TERRE,P20100708991,Acople,2023-09-15,2023-09-21,5.0,5.0,0.2,NO
MP,Importación,234723658,A18110000108,10,MARITIMO,PE0000000005,Acople,2023-06-06,2023-08-07,100.0,100.0,2.1,NO
MP,Importación,234723658,A18110000109,11,MARITIMO,PE0000000005,Acople,2023-06-06,2023-08-24,100.0,100.0,2.6,NO
MP,Importación,234727025,A18110000112,0,MARITIMO,PE0000000005,Conexion,2023-10-02,2023-11-20,10.0,10.0,1.6,NO
MP,Importación,256801137,A18110000112,58,MARITIMO,PE0000000005,Conexion,2025-02-12,2025-05-07,8.0,8.0,2.8,NO
MP,Importación,234729458,A18110000112,7,MARITIMO,PE0000000005,Conexion,2023-12-27,2024-02-22,3.0,3.0,1.8999999999999997,NO
MP,Local,265703254,A18110000112,2,TERRE,P20100708991,Conexion,2026-04-14,2026-04-14,1.0,1.0,0.0,NO
MP,Importación,234728452,A18110000112,8,MARITIMO,PE0000000005,Conexion,2023-11-21,2023-12-22,20.0,20.0,1.0,NO
MP,Local,234720529,A18110000114,5,TERRE,P20607499706,Repuestos,2023-01-24,2023-01-26,20.0,20.0,0.1,NO
MP,Local,234720469,A18110000114,5,TERRE,P20607499706,Repuestos,2023-01-23,2023-01-24,50.0,50.0,0.0,NO
MP,Local,246806528,A18110000128,0,TERRE,P20337787755,Accesorios,2024-09-23,2024-09-24,1.0,1.0,0.0,NO
MP,Importación,256804727,A18110000135,2,AEREO,PE0000000005,Repuestos,2025-06-07,2025-07-04,2.0,2.0,0.9,NO
MP,Local,234728373,A18110000157,2,TERRE,P20553944407,Repuestos,2023-11-21,2023-11-24,3.0,3.0,0.10000000000000002,NO
MP,Local,256803305,A18110000157,2,TERRE,P20553944407,Repuestos,2025-04-22,2025-04-23,3.0,3.0,0.0,NO
MP,Local,234728896,A18110000157,4,TERRE,P20553944407,Repuestos,2023-12-05,2023-12-12,1.0,1.0,0.2,NO
MP,Local,234721871,A18110000157,2,TERRE,P20553944407,Repuestos,2023-03-20,2023-03-27,2.0,2.0,0.2,NO
MP,Local,234721864,A18110000157,2,TERRE,P20553944407,Repuestos,2023-03-20,2023-03-24,2.0,2.0,0.1,NO
MP,Local,256803659,A18110000157,1,TERRE,P20553944407,Repuestos,2025-05-02,2025-05-08,1.0,1.0,0.2,NO
MP,Local,234722764,A18110000157,4,TERRE,P20553944407,Repuestos,2023-04-24,2023-04-26,1.0,1.0,0.1,NO
MP,Local,265701119,A18110000166,0,TERRE,P20101579272,Repuestos,2026-02-10,2026-02-16,8.0,8.0,0.2,NO
MP,Local,256809305,A18110000166,0,TERRE,P20101579272,Repuestos,2025-10-31,2025-10-31,6.0,6.0,0.0,NO
MP,Local,246800126,A18110000166,0,TERRE,P20101579272,Repuestos,2024-01-09,2024-01-10,3.0,3.0,0.0,NO
MP,Importación,246803894,A18110000166,0,DHL,PE0000000182,Repuestos,2024-05-29,2024-06-19,2.0,2.0,0.7,NO
MP,Importación,223705219,A18110000174,1,MARITIMO,PE0000000007,Repuestos,2022-08-29,2023-01-17,3.0,3.0,4.7,NO
MP,Importación,223705219,A18110000175,0,MARITIMO,PE0000000007,Repuestos,2022-08-29,2023-01-17,3.0,3.0,4.7,NO
MP,Local,265703121,A18110000188,6,TERRE,P20602716431,Repuestos,2026-04-09,2026-04-13,6.0,6.0,0.10000000000000002,NO
MP,Local,265703121,A18110000194,3,TERRE,P20602716431,Repuestos,2026-04-09,2026-04-13,2.0,2.0,0.1,NO
MP,Local,265704440,A18110000211,2,TERRE,P20602716431,Repuestos,2026-05-18,2026-05-20,2.0,2.0,0.1,NO
MP,Local,265703121,A18110000241,8,TERRE,P20602716431,Repuestos,2026-04-09,2026-04-13,8.0,8.0,0.1,NO
MP,Local,265704085,A18110000244,0,TERRE,P20602716431,Repuestos,2026-05-07,2026-05-12,20.0,20.0,0.2,NO
MP,Local,265703121,A18110000246,5,TERRE,P20602716431,Repuestos,2026-04-09,2026-04-13,8.0,8.0,0.1,NO
MP,Local,246803287,A18110000250,0,TERRE,P20602716431,Repuestos,2024-05-08,2024-05-09,10.0,10.0,0.0,NO
MP,Importación,223700704,A18110000259,0,AEREO,PE0000000005,Accesorios,2022-02-07,2023-08-24,4.0,4.0,18.8,NO
MP,Importación,234725561,A18110000259,2,AEREO,PE6088940157,Accesorios,2023-08-10,2024-09-04,23.0,22.0,13.590909090909092,NO
MP,Importación,2138004988,A18110000259,1,AEREO,PE0000000005,Accesorios,2021-09-03,2023-02-08,1.0,1.0,17.4,NO
MP,Importación,2138007172,A18110000259,11,MARITIMO,PE0000000005,Accesorios,2021-11-26,2023-03-03,12.0,12.0,15.4,NO
MP,Importación,234724854,A18110000260,6,MARITIMO,PE0000000005,Repuestos,2023-07-14,2024-04-05,14.0,14.0,8.9,NO
MP,Importación,265704364,A18110000265,1,AEREO,PE0000000005,Accesorios,2026-05-14,2026-06-16,12.0,12.0,1.1,NO
MP,Importación,265701079,A18110000265,3,AEREO,PE0000000005,Accesorios,2026-02-08,2026-04-07,20.0,20.0,1.9,NO
MP,Importación,234721670,A18110000265,7,MARITIMO,PE6088940157,Accesorios,2023-03-13,2024-04-16,35.0,35.0,13.3,NO
MP,Importación,256808542,A18110000265,4,MARITIMO,PE0000000005,Accesorios,2025-10-13,2025-12-22,6.0,6.0,2.3,NO
MP,Importación,246800275,A18110000267,0,AEREO,PE0000000005,Accesorios,2024-01-15,2024-02-01,2.0,2.0,0.6,NO
MP,Importación,256807363,A18110000269,1,AEREO,PE0000000005,Equipos,2025-09-02,2025-11-20,2.0,2.0,2.6,NO
MP,Importación,265700192,A18110000270,0,MARITIMO,PE0000000005,Repuestos,2026-01-08,2026-04-04,9.0,9.0,2.9,NO
MP,Importación,234724854,A18110000273,2,MARITIMO,PE0000000005,Repuestos,2023-07-14,2024-02-22,15.0,15.0,7.4,NO
MP,Importación,256801450,A18110000278,0,DHL,PE0000000005,Repuestos,2025-02-25,2025-07-14,50.0,50.0,4.6,NO
MP,Importación,234722579,A18110000278,0,AEREO,PE0000000005,Repuestos,2023-04-18,2023-05-09,15.0,15.0,0.7,NO
MP,Importación,234725560,A18110000278,5,MARITIMO,PE0000000005,Repuestos,2023-08-10,2023-11-20,30.0,30.0,3.4,NO
MP,Importación,234722867,A18110000278,0,AEREO,PE0000000005,Repuestos,2023-04-27,2023-05-16,10.0,10.0,0.6,NO
MP,Importación,256806414,A18110000278,0,MARITIMO,PE0000000005,Repuestos,2025-08-05,2025-09-22,30.0,30.0,1.6,NO
MP,Importación,234722076,A18110000278,0,AEREO,PE0000000005,Repuestos,2023-03-27,2023-05-04,25.0,25.0,1.3,SI
MP,Importación,256800168,A18110000278,0,AEREO,PE0000000005,Repuestos,2025-01-09,2025-01-30,10.0,10.0,0.7,NO
MP,Importación,256803216,A18110000278,0,AEREO,PE6088940157,Repuestos,2025-04-18,2025-05-27,8.0,8.0,1.3,NO
MP,Importación,246801307,A18110000278,0,AEREO,PE0000000005,Repuestos,2024-02-21,2024-03-06,60.0,60.0,0.5,NO
MP,Importación,256810419,A18110000278,0,MARITIMO,PE0000000005,Repuestos,2025-12-03,2026-03-18,34.0,34.0,3.5,NO
MP,Importación,234729298,A18110000278,0,AEREO,PE0000000005,Repuestos,2023-12-19,2024-01-09,48.0,48.0,0.6999999999999998,NO
MP,Importación,246809250,A18110000278,1,AEREO,PE0000000005,Repuestos,2024-12-24,2025-01-10,2.0,2.0,0.6,NO
MP,Importación,256804721,A18110000278,2,MARITIMO,PE0000000005,Repuestos,2025-06-07,2025-08-28,30.0,30.0,2.7,NO
MP,Importación,265704459,A18110000279,0,COURIER,PE60242518000,Repuestos,2026-05-18,2026-06-09,4.0,4.0,0.7,NO
MP,Importación,234720021,A18110000280,5,MARITIMO,PE0000000005,Repuestos,2023-01-03,2023-02-07,60.0,60.0,1.2,NO
MP,Importación,246800118,A18110000280,0,AEREO,PE0000000005,Repuestos,2024-01-08,2024-01-23,6.0,6.0,0.5,NO
MP,Importación,256804721,A18110000280,8,MARITIMO,PE0000000005,Repuestos,2025-06-07,2025-08-26,60.0,60.0,2.7,NO
MP,Importación,246800305,A18110000280,2,MARITIMO,PE0000000005,Repuestos,2024-01-15,2024-02-22,100.0,100.0,1.3,NO
MP,Importación,265700184,A18110000280,5,MARITIMO,PE0000000005,Repuestos,2026-01-08,2026-04-28,50.0,50.0,3.7,NO
MP,Importación,234724854,A18110000280,11,MARITIMO,PE0000000005,Repuestos,2023-07-14,2023-08-24,39.0,39.0,1.4,NO
MP,Importación,256807699,A18110000283,2,MARITIMO,PE0000000005,Accesorios,2025-09-12,2026-04-01,10.0,10.0,6.7,NO
MP,Importación,234721670,A18110000283,14,MARITIMO,PE6088940157,Accesorios,2023-03-13,2024-08-14,27.0,27.0,17.3,NO
MP,Importación,223703250,A18110000283,4,MARITIMO,PE0000000005,Accesorios,2022-06-06,2023-05-18,6.0,6.0,11.5,NO
MP,Importación,223704483,A18110000283,0,AEREO,PE0000000005,Accesorios,2022-07-27,2023-05-26,20.0,20.0,10.1,NO
MP,Importación,246801639,A18110000283,0,MARITIMO,PE0000000005,Accesorios,2024-03-01,2024-07-04,20.0,20.0,4.2,NO
MP,Importación,256810419,A18110000283,3,MARITIMO,PE0000000005,Accesorios,2025-12-03,2026-05-26,10.0,10.0,5.8,NO
MP,Importación,256806414,A18110000286,5,MARITIMO,PE0000000005,Accesorios,2025-08-05,2026-01-06,10.0,10.0,5.1,NO
MP,Importación,246800305,A18110000286,7,MARITIMO,PE0000000005,Accesorios,2024-01-15,2024-10-10,10.0,10.0,9.0,NO
MP,Importación,223707562,A18110000286,0,AEREO,PE0000000005,Accesorios,2022-12-01,2023-06-20,6.0,6.0,6.7,NO
MP,Importación,223703250,A18110000286,5,MARITIMO,PE0000000005,Accesorios,2022-06-06,2023-05-18,3.0,3.0,11.5,NO
MP,Importación,234724852,A18110000286,13,MARITIMO,PE6088940157,Accesorios,2023-07-14,2024-07-18,8.0,8.0,12.3,NO
MP,Importación,234724852,A18110000287,19,AEREO,PE6088940157,Accesorios,2023-07-14,2024-09-04,3.0,3.0,13.9,NO
MP,Importación,265701763,A18110000287,10,AEREO,PE0000000005,Accesorios,2026-03-03,2026-04-07,2.0,2.0,1.2,NO
MP,Importación,234725560,A18110000289,8,MARITIMO,PE0000000005,Accesorios,2023-08-10,2023-12-22,10.0,10.0,4.5,NO
MP,Importación,223706116,A18110000289,0,AEREO,PE0000000005,Accesorios,2022-09-30,2023-08-24,2.0,2.0,10.9,NO
MP,Importación,234725130,A18110000289,0,AEREO,PE0000000005,Accesorios,2023-07-25,2023-10-24,14.0,14.0,3.0,NO
MP,Importación,234726025,A18110000289,0,AEREO,PE0000000005,Accesorios,2023-08-25,2023-08-25,1.0,1.0,0.0,NO
MP,Importación,223703250,A18110000289,7,MARITIMO,PE0000000005,Accesorios,2022-06-06,2023-06-16,7.0,7.0,12.5,NO
MP,Importación,246800305,A18110000289,5,MARITIMO,PE0000000005,Accesorios,2024-01-15,2024-02-22,10.0,10.0,1.3,NO
MP,Importación,256805569,A18110000290,0,AEREO,PE0000000005,Equipos,2025-07-04,2025-09-10,3.0,3.0,2.3,NO
MP,Importación,234721341,A18110000292,18,MARITIMO,PE0000000005,Repuestos,2023-02-28,2023-10-03,13.0,13.0,7.200000000000001,NO
MP,Local,234723574,A18110000292,0,TERRE,P10458166493,Repuestos,2023-05-31,2023-06-02,1.0,1.0,0.1,NO
MP,Importación,234724854,A18110000292,3,MARITIMO,PE0000000005,Repuestos,2023-07-14,2024-04-05,13.0,13.0,8.9,NO
MP,Importación,234725560,A18110000293,0,MARITIMO,PE0000000005,Repuestos,2023-08-10,2024-06-11,78.0,78.0,10.2,NO
MP,Importación,223705803,A18110000293,0,MARITIMO,PE0000000005,Repuestos,2022-09-20,2023-01-16,46.0,46.0,3.9,NO
MP,Importación,234720021,A18110000293,1,MARITIMO,PE0000000005,Repuestos,2023-01-03,2023-03-24,64.0,64.0,2.7,NO
MP,Importación,223703250,A18110000294,9,MARITIMO,PE0000000005,Accesorios,2022-06-06,2023-06-16,2.0,2.0,12.5,NO
MP,Importación,246801639,A18110000296,2,MARITIMO,PE0000000005,Accesorios,2024-03-01,2024-07-30,10.0,10.0,5.0,NO
MP,Importación,256805861,A18110000299,3,MARITIMO,PE0000000005,Repuestos,2025-07-15,2025-08-26,10.0,10.0,1.4,NO
MP,Importación,234728385,A18110000313,2,MARITIMO,PE0000000005,Repuestos,2023-11-21,2023-12-26,9.0,9.0,1.2,NO
MP,Importación,234721455,A18110000313,7,MARITIMO,PE6088940157,Repuestos,2023-03-03,2023-06-01,7.0,7.0,3.0,NO
MP,Importación,256806414,A18110000313,9,MARITIMO,PE0000000005,Repuestos,2025-08-05,2025-09-22,4.0,4.0,1.6,NO
MP,Importación,246800305,A18110000314,13,MARITIMO,PE0000000005,Accesorios,2024-01-15,2024-02-22,10.0,10.0,1.3,NO
MP,Importación,234721887,A18110000314,0,MARITIMO,PE0000000005,Accesorios,2023-03-20,2023-04-11,8.0,8.0,0.7,NO
MP,Importación,234728570,A18110000314,0,AEREO,PE0000000005,Accesorios,2023-11-24,2023-12-05,8.0,8.0,0.4,NO
MP,Importación,265701763,A18110000314,7,AEREO,PE0000000005,Accesorios,2026-03-03,2026-05-08,8.0,8.0,2.2,NO
MP,Importación,234724852,A18110000314,7,MARITIMO,PE6088940157,Accesorios,2023-07-14,2024-07-18,6.0,6.0,12.300000000000002,NO
MP,Importación,256807399,A18110000317,4,MARITIMO,PE0000000005,Repuestos,2025-09-02,2025-10-28,10.0,10.0,1.9,NO
MP,Importación,256802798,A18110000317,6,MARITIMO,PE0000000005,Repuestos,2025-04-03,2025-05-22,5.0,5.0,1.6,NO
MP,Importación,256806414,A18110000317,8,MARITIMO,PE0000000005,Repuestos,2025-08-05,2025-09-22,6.0,6.0,1.6000000000000003,NO
MP,Importación,265700184,A18110000317,7,MARITIMO,PE0000000005,Repuestos,2026-01-08,2026-03-18,4.0,4.0,2.3,NO
MP,Importación,223706413,A18110000318,0,AEREO,PE0000000005,Accesorios,2022-10-13,2023-10-09,1.0,1.0,12.0,NO
MP,Importación,265701763,A18110000324,2,AEREO,PE0000000005,Accesorios,2026-03-03,2026-04-07,4.0,4.0,1.2,NO
MP,Importación,256804727,A18110000324,7,AEREO,PE0000000005,Accesorios,2025-06-07,2025-07-04,5.0,5.0,0.9,NO
MP,Importación,256810419,A18110000324,5,MARITIMO,PE0000000005,Accesorios,2025-12-03,2026-03-18,4.0,4.0,3.5,NO
MP,Importación,234724852,A18110000324,4,MARITIMO,PE6088940157,Accesorios,2023-07-14,2023-11-02,5.0,5.0,3.7,NO
MP,Importación,234722626,A18110000324,0,AEREO,PE0000000005,Accesorios,2023-04-19,2023-05-09,3.0,3.0,0.6999999999999998,NO
MP,Importación,234721455,A18110000324,8,MARITIMO,PE6088940157,Accesorios,2023-03-03,2023-06-01,5.0,5.0,3.0,NO
MP,Importación,265700184,A18110000325,8,MARITIMO,PE0000000005,Equipos,2026-01-08,2026-03-18,7.0,7.0,2.3,NO
MP,Importación,234724852,A18110000326,5,MARITIMO,PE6088940157,Repuestos,2023-07-14,2024-02-22,5.0,5.0,7.4,NO
MP,Importación,234721668,A18110000326,0,MARITIMO,PE6088940157,Repuestos,2023-03-03,2024-02-22,4.0,4.0,11.9,NO
MP,Importación,234721670,A18110000327,6,MARITIMO,PE6088940157,Accesorios,2023-03-13,2024-08-14,40.0,40.0,17.3,NO
MP,Importación,234728433,A18110000327,10,MARITIMO,PE0000000005,Accesorios,2023-11-23,2023-12-26,15.0,15.0,1.1,NO
MP,Importación,234728433,A18110000327,5,MARITIMO,PE0000000005,Accesorios,2023-11-23,2023-12-26,12.0,12.0,1.1,NO
MP,Importación,223703250,A18110000327,11,MARITIMO,PE0000000005,Accesorios,2022-06-06,2023-07-03,9.0,9.0,13.1,NO
MP,Importación,256809025,A18110000330,0,AEREO,PE0000000005,Accesorios,2025-10-22,2025-11-20,4.0,4.0,1.0,NO
MP,Importación,234725401,A18110000333,6,AEREO,PE0000000005,Accesorios,2023-08-04,2024-02-16,6.0,6.0,6.5,NO
MP,Importación,234721341,A18110000335,16,MARITIMO,PE0000000005,Repuestos,2023-02-28,2023-07-03,36.0,36.0,4.2,NO
MP,Importación,223705803,A18110000335,1,MARITIMO,PE0000000005,Repuestos,2022-09-20,2023-07-20,34.0,34.0,10.1,NO
MP,Importación,234721341,A18110000340,6,MARITIMO,PE0000000005,Accesorios,2023-02-28,2023-04-04,14.0,14.0,1.2,NO
MP,Importación,234725560,A18110000340,3,MARITIMO,PE0000000005,Accesorios,2023-08-10,2023-10-16,26.0,26.0,2.2,NO
MP,Importación,234721455,A18110000341,0,MARITIMO,PE6088940157,Accesorios,2023-03-03,2024-07-04,3.0,3.0,16.3,NO
MP,Importación,265703026,A18110000341,4,AEREO,PE0000000005,Accesorios,2026-04-07,2026-05-08,4.0,4.0,1.0,NO
MP,Importación,234724870,A18110000351,0,AEREO,PE0000000005,Accesorios,2023-07-17,2023-08-03,1.0,1.0,0.6,NO
MP,Importación,256803985,A18110000351,0,AEREO,PE0000000005,Accesorios,2025-05-14,2025-06-06,2.0,2.0,0.8,NO
MP,Importación,246801639,A18110000361,5,MARITIMO,PE0000000005,Accesorios,2024-03-01,2024-05-02,5.0,5.0,2.1,NO
MP,Importación,234724854,A18110000361,5,MARITIMO,PE0000000005,Accesorios,2023-07-14,2023-08-24,4.0,4.0,1.4,NO
MP,Importación,234721341,A18110000361,4,MARITIMO,PE0000000005,Accesorios,2023-02-28,2023-04-04,5.0,5.0,1.2,NO
MP,Importación,256801450,A18110000362,4,MARITIMO,PE0000000005,Repuestos,2025-02-25,2025-05-07,15.0,15.0,2.4,NO
MP,Importación,246801639,A18110000362,4,MARITIMO,PE0000000005,Repuestos,2024-03-01,2024-05-02,9.0,9.0,2.1,NO
MP,Importación,256806414,A18110000362,1,MARITIMO,PE0000000005,Repuestos,2025-08-05,2025-09-22,12.0,12.0,1.6000000000000003,NO
MP,Importación,246803125,A18110000362,0,MARITIMO,PE0000000005,Repuestos,2024-04-30,2024-06-19,25.0,25.0,1.7,NO
MP,Importación,256807399,A18110000362,3,MARITIMO,PE0000000005,Repuestos,2025-09-02,2025-12-05,25.0,25.0,3.1,NO
MP,Importación,265700184,A18110000362,9,MARITIMO,PE0000000005,Repuestos,2026-01-08,2026-03-18,30.0,30.0,2.3,NO
MP,Importación,234727144,A18110000364,0,AEREO,PE0000000005,Accesorios,2023-10-06,2023-10-25,4.0,4.0,0.6,NO
MP,Importación,246808458,A18110000364,0,AEREO,PE0000000005,Accesorios,2024-11-25,2025-03-04,9.0,9.0,3.3,NO
MP,Importación,246802716,A18110000364,0,AEREO,PE0000000005,Accesorios,2024-04-16,2024-05-07,1.0,1.0,0.7,NO
MP,Importación,246804239,A18110000364,1,MARITIMO,PE0000000005,Accesorios,2024-06-14,2024-08-21,6.0,6.0,2.3,NO
MP,Importación,256807702,A18110000366,0,DHL,PE0000000005,Accesorios,2025-09-11,2025-09-22,8.0,8.0,0.4,NO
MP,Importación,234728434,A18110000366,0,MARITIMO,PE0000000005,Accesorios,2023-11-23,2023-12-26,10.0,10.0,1.1,NO
MP,Importación,246803991,A18110000366,2,MARITIMO,PE0000000005,Accesorios,2024-06-04,2024-07-30,13.0,13.0,1.9,NO
MP,Importación,256806414,A18110000366,7,MARITIMO,PE0000000005,Accesorios,2025-08-05,2025-09-22,6.0,6.0,1.6000000000000003,NO
MP,Importación,256808542,A18110000366,0,MARITIMO,PE0000000005,Accesorios,2025-10-13,2025-12-22,8.0,8.0,2.3,NO
MP,Importación,234720919,A18110000366,0,AEREO,PE0000000005,Accesorios,2023-02-09,2023-03-15,24.0,22.0,1.2000000000000002,NO
MP,Importación,256804721,A18110000372,0,MARITIMO,PE0000000005,Accesorios,2025-06-07,2025-08-26,5.0,5.0,2.7,SI
MP,Importación,256802798,A18110000372,4,MARITIMO,PE0000000005,Accesorios,2025-04-03,2025-05-22,6.0,6.0,1.6000000000000003,NO
MP,Importación,234728385,A18110000372,4,MARITIMO,PE0000000005,Accesorios,2023-11-21,2023-12-26,4.0,4.0,1.2,NO
MP,Importación,234725323,A18110000372,0,AEREO,PE0000000005,Accesorios,2023-08-02,2023-08-22,6.0,6.0,0.6999999999999998,NO
MP,Importación,256807699,A18110000372,1,AEREO,PE0000000005,Accesorios,2025-09-12,2025-10-07,12.0,12.0,0.8000000000000002,NO
MP,Importación,234728179,A18110000372,0,AEREO,PE0000000005,Accesorios,2023-11-14,2023-11-25,1.0,1.0,0.4,NO
MP,Importación,246800305,A18110000372,4,MARITIMO,PE0000000005,Accesorios,2024-01-15,2024-02-22,10.0,10.0,1.3,NO
MP,Importación,234725560,A18110000372,9,MARITIMO,PE0000000005,Accesorios,2023-08-10,2023-09-18,10.0,10.0,1.3,NO
MP,Importación,234721341,A18110000373,5,MARITIMO,PE0000000005,Repuestos,2023-02-28,2023-08-07,28.0,28.0,5.3,NO
MP,Importación,223703250,A18110000373,18,MARITIMO,PE0000000005,Repuestos,2022-06-06,2023-03-03,20.0,20.0,9.0,NO
MP,Importación,256810419,A18110000373,10,MARITIMO,PE0000000005,Repuestos,2025-12-03,2026-03-18,12.0,12.0,3.5,NO
MP,Importación,256806414,A18110000373,3,MARITIMO,PE0000000005,Repuestos,2025-08-05,2025-09-22,10.0,10.0,1.6,NO
MP,Importación,234725560,A18110000373,2,MARITIMO,PE0000000005,Repuestos,2023-08-10,2023-09-18,40.0,40.0,1.3,NO
MP,Importación,256804721,A18110000373,3,MARITIMO,PE0000000005,Repuestos,2025-06-07,2025-08-26,10.0,10.0,2.7,NO
MP,Importación,234721670,A18110000375,13,MARITIMO,PE6088940157,Accesorios,2023-03-13,2024-05-28,30.0,30.0,14.7,NO
MP,Importación,234727622,A18110000375,0,AEREO,PE0000000005,Accesorios,2023-10-25,2023-11-24,3.0,3.0,1.0,NO
MP,Importación,234728433,A18110000375,2,MARITIMO,PE0000000005,Accesorios,2023-11-23,2023-12-26,10.0,10.0,1.1,NO
MP,Importación,234728433,A18110000378,0,MARITIMO,PE0000000005,Equipos,2023-11-23,2023-12-26,8.0,8.0,1.1,NO
MP,Importación,234721670,A18110000378,15,MARITIMO,PE6088940157,Equipos,2023-03-13,2024-07-18,16.0,16.0,16.4,NO
MP,Importación,256804727,A18110000382,4,AEREO,PE0000000005,Accesorios,2025-06-07,2025-07-16,12.0,12.0,1.3,NO
MP,Importación,234725775,A18110000382,0,MARITIMO,PE0000000005,Accesorios,2023-08-16,2023-10-03,12.0,12.0,1.6000000000000003,NO
MP,Importación,246803991,A18110000382,3,MARITIMO,PE0000000005,Accesorios,2024-06-04,2024-07-30,5.0,5.0,1.9,NO
MP,Importación,256807699,A18110000382,5,AEREO,PE0000000005,Accesorios,2025-09-12,2025-10-07,12.0,12.0,0.8000000000000002,NO
MP,Importación,256800258,A18110000382,0,AEREO,PE0000000005,Accesorios,2025-01-15,2025-02-14,1.0,1.0,1.0,NO
MP,Importación,256801980,A18110000382,0,MARITIMO,PE0000000005,Accesorios,2025-03-13,2025-05-05,4.0,4.0,1.8,NO
MP,Importación,234728570,A18110000382,2,AEREO,PE0000000005,Accesorios,2023-11-24,2023-12-05,8.0,8.0,0.4,NO
MP,Importación,256801752,A18110000382,0,AEREO,PE0000000005,Accesorios,2025-03-06,2025-03-21,2.0,2.0,0.5,NO
MP,Importación,234721341,A18110000390,7,MARITIMO,PE0000000005,Repuestos,2023-02-28,2023-11-10,12.0,12.0,8.5,NO
MP,Importación,246803125,A18110000391,1,MARITIMO,PE0000000005,Repuestos,2024-04-30,2024-06-19,25.0,25.0,1.7,NO
MP,Importación,256804721,A18110000391,6,MARITIMO,PE0000000005,Repuestos,2025-06-07,2025-08-26,15.0,15.0,2.7,NO
MP,Local,246803365,A18110000391,1,TERRE,P20522747298,Repuestos,2024-05-10,2024-05-15,1.0,1.0,0.2,NO
MP,Importación,265702984,A18110000392,0,AEREO,PE0000000005,Repuestos,2026-04-07,2026-05-08,1.0,1.0,1.0,NO
MP,Importación,256807702,A18110000396,1,DHL,PE0000000005,Accesorios,2025-09-11,2025-09-22,1.0,1.0,0.4,NO
