Sociedad,Tipo de Compra,PO,ItemCode,Line PO,TrnspName,Codigo de cliente/proveedor,Tipo Producto,Max_FechPO,Max_FechIN,Avg_Q_PO,Sum_Q_EM,Diferencia en meses,Outlier
MP,Importación,246802429,A18110007365,0,MARITIMO,PE0000000012,Lubricante / Aceite,2024-04-04,2024-06-26,185.0,185.0,2.8,NO
MP,Importación,256803967,A18110007365,0,MARITIMO,PE0000000012,Lubricante / Aceite,2025-05-14,2025-07-26,134.0,134.0,2.4,NO
MP,Importación,234722354,A18110007365,0,MARITIMO,PE0000000012,Lubricante / Aceite,2023-04-11,2023-06-13,288.0,288.0,2.1,NO
MP,Importación,246801300,A18110007365,0,MARITIMO,PE0000000012,Lubricante / Aceite,2024-02-20,2024-04-03,180.0,180.0,1.4,NO
MP,Importación,234720180,A18110007365,0,MARITIMO,PE0000000012,Lubricante / Aceite,2023-01-10,2023-03-14,144.0,144.0,2.1,NO
MP,Importación,256811217,A18110007369,0,MARITIMO,PE0000000012,Lubricante / Aceite,2025-12-27,2026-03-04,56.0,56.0,2.2,NO
MP,Importación,246801480,A18110007369,1,MARITIMO,PE0000000012,Lubricante / Aceite,2024-02-25,2024-06-14,16.0,16.0,3.7,SI
MP,Importación,256805128,A18110007369,0,MARITIMO,PE0000000012,Lubricante / Aceite,2025-06-20,2025-08-28,11.0,11.0,2.3,NO
MP,Importación,256801175,A18110007369,1,MARITIMO,PE0000000012,Lubricante / Aceite,2025-02-14,2025-05-07,23.0,23.0,2.7,NO
MP,Importación,246802429,A18110007369,1,MARITIMO,PE0000000012,Lubricante / Aceite,2024-04-04,2024-06-26,24.0,24.0,2.7999999999999994,NO
MP,Importación,256800468,A18110007369,0,AEREO,PE0000000012,Lubricante / Aceite,2025-01-22,2025-03-04,8.0,8.0,1.4,NO
MP,Importación,234729301,A18110007369,2,MARITIMO,PE0000000012,Lubricante / Aceite,2023-12-20,2024-02-27,20.0,20.0,2.3,NO
MP,Importación,265702043,A18110007369,0,MARITIMO,PE0000000012,Lubricante / Aceite,2026-03-11,2026-05-13,56.0,56.0,2.1,NO
MP,Importación,256800469,A18110007369,0,MARITIMO,PE0000000012,Lubricante / Aceite,2025-01-22,2025-03-26,4.0,4.0,2.1,NO
MP,Importación,256805980,A18110007369,0,MARITIMO,PE0000000012,Lubricante / Aceite,2025-07-17,2025-10-03,56.0,56.0,2.6,NO
MP,Importación,246801300,A18110007369,2,MARITIMO,PE0000000012,Lubricante / Aceite,2024-02-20,2024-04-03,14.0,14.0,1.4,NO
MP,Importación,256800297,A18110007369,1,MARITIMO,PE0000000012,Lubricante / Aceite,2025-01-16,2025-05-29,27.0,27.0,4.4,SI
MP,Importación,256802529,A18110007369,1,MARITIMO,PE0000000012,Lubricante / Aceite,2025-03-27,2025-06-05,24.0,24.0,2.3,NO
MP,Importación,256800470,A18110007369,0,MARITIMO,PE0000000012,Lubricante / Aceite,2025-01-22,2025-03-26,8.0,8.0,2.1,NO
MP,Importación,234726019,A18110007370,1,MARITIMO,PE0000000012,Lubricante / Grasa,2023-08-24,2023-10-16,4.0,4.0,1.8,NO
MP,Importación,246801300,A18110007370,4,MARITIMO,PE0000000012,Lubricante / Grasa,2024-02-20,2024-04-03,4.0,4.0,1.4,NO
MP,Importación,256803969,A18110007370,0,MARITIMO,PE0000000012,Lubricante / Grasa,2025-05-14,2025-07-26,19.0,19.0,2.4,NO
MP,Importación,246806536,A18110007370,1,MARITIMO,PE0000000012,Lubricante / Grasa,2024-09-23,2024-12-12,6.0,6.0,2.7000000000000006,NO
MP,Importación,234721613,A18110007370,1,MARITIMO,PE0000000012,Lubricante / Grasa,2023-03-08,2023-05-02,4.0,4.0,1.8,NO
MP,Importación,246802429,A18110007370,2,MARITIMO,PE0000000012,Lubricante / Grasa,2024-04-04,2024-06-26,4.0,4.0,2.8,NO
MP,Importación,256800297,A18110007370,2,MARITIMO,PE0000000012,Lubricante / Grasa,2025-01-16,2025-05-29,5.0,5.0,4.4,SI
MP,Importación,234728212,A18110007370,1,MARITIMO,PE0000000012,Lubricante / Grasa,2023-11-15,2024-02-22,4.0,4.0,3.3,NO
MP,Importación,234721891,A18110007370,0,AEREO,PE965228802,Lubricante / Grasa,2023-03-21,2023-05-03,4.0,4.0,1.4,NO
MP,Importación,256802530,A18110007370,0,MARITIMO,PE0000000012,Lubricante / Grasa,2025-03-27,2025-05-22,3.0,3.0,1.8999999999999997,NO
MP,Importación,234729301,A18110007370,1,MARITIMO,PE0000000012,Lubricante / Grasa,2023-12-20,2024-02-27,4.0,4.0,2.3,NO
MP,Importación,256802840,A18110007370,0,AEREO,PE0000000012,Lubricante / Grasa,2025-04-04,2025-06-11,8.0,8.0,2.3,NO
MP,Importación,234727821,A18110007371,1,MARITIMO,PE0000000012,Lubricante / Grasa,2023-10-31,2023-12-22,8.0,8.0,1.7,NO
MP,Importación,246801300,A18110007371,3,MARITIMO,PE0000000012,Lubricante / Grasa,2024-02-20,2024-04-03,8.0,8.0,1.4,NO
MP,Importación,223708127,A18110007371,1,MARITIMO,PE0000000012,Lubricante / Grasa,2022-12-22,2023-02-07,9.0,9.0,1.6,NO
MP,Importación,256802841,A18110007371,2,MARITIMO,PE0000000012,Lubricante / Grasa,2025-04-04,2025-06-13,10.0,10.0,2.3,NO
MP,Importación,256804535,A18110007371,1,MARITIMO,PE0000000012,Lubricante / Grasa,2025-06-01,2025-10-15,12.0,12.0,4.5,NO
MP,Importación,256809532,A18110007371,0,MARITIMO,PE0000000012,Lubricante / Grasa,2025-11-08,2025-12-31,23.0,23.0,1.8,NO
MP,Importación,234720180,A18110007371,1,MARITIMO,PE0000000012,Lubricante / Grasa,2023-01-10,2023-03-14,9.0,9.0,2.1,NO
MP,Importación,256806416,A18110007371,1,MARITIMO,PE0000000012,Lubricante / Grasa,2025-08-05,2025-10-17,15.0,15.0,2.4,NO
MP,Importación,256800467,A18110007371,1,AEREO,PE0000000012,Lubricante / Grasa,2025-01-22,2025-02-14,4.0,4.0,0.8,NO
MP,Importación,246804570,A18110007371,1,MARITIMO,PE0000000012,Lubricante / Grasa,2024-06-28,2024-09-18,8.0,8.0,2.7,NO
MP,Importación,246808091,A18110007371,1,MARITIMO,PE0000000012,Lubricante / Grasa,2024-11-14,2025-03-19,12.0,12.0,4.2,NO
MP,Importación,256810220,A18110007371,0,MARITIMO,PE0000000012,Lubricante / Grasa,2025-11-27,2026-04-06,56.0,56.0,4.3,NO
MP,Importación,246805656,A18110007371,1,MARITIMO,PE0000000012,Lubricante / Grasa,2024-08-14,2025-01-07,8.0,8.0,4.9,NO
MP,Importación,246804035,A18110007371,1,MARITIMO,PE0000000012,Lubricante / Grasa,2024-06-04,2024-08-16,6.0,6.0,2.4,NO
MP,Importación,256801175,A18110007371,2,MARITIMO,PE0000000012,Lubricante / Grasa,2025-02-14,2025-05-07,13.0,13.0,2.7,NO
MP,Importación,246809407,A18110007371,1,MARITIMO,PE0000000012,Lubricante / Grasa,2024-12-30,2025-04-21,8.0,8.0,3.7,NO
MP,Importación,246802273,A18110007371,0,MARITIMO,PE0000000012,Lubricante / Grasa,2024-03-27,2024-06-19,16.0,16.0,2.8,NO
MP,Importación,246802429,A18110007373,3,MARITIMO,PE0000000012,Lubricante / Aceite,2024-04-04,2024-06-26,12.0,12.0,2.7999999999999994,NO
MP,Importación,234720180,A18110007373,3,MARITIMO,PE0000000012,Lubricante / Aceite,2023-01-10,2023-03-14,12.0,12.0,2.1,NO
MP,Importación,234722457,A18110007374,0,MARITIMO,PE0000000012,Lubricante / Grasa,2023-04-13,2023-06-13,20.0,20.0,2.0,NO
MP,Importación,234728213,A18110007377,2,MARITIMO,PE0000000012,Lubricante / Grasa,2023-11-15,2024-01-30,6.0,6.0,2.5,NO
MP,Importación,223707711,A18110007377,0,MARITIMO,PE0000000012,Lubricante / Grasa,2022-12-07,2023-02-07,6.0,6.0,2.1,NO
MP,Importación,234720180,A18110007377,2,MARITIMO,PE0000000012,Lubricante / Grasa,2023-01-10,2023-09-05,6.0,6.0,7.900000000000001,NO
MP,Importación,223708153,A18110007390,0,MARITIMO,PE0000000012,Lubricante / Grasa,2022-12-26,2023-02-07,16.0,16.0,1.4,NO
MP,Importación,265702108,A18110007391,0,MARITIMO,PE0000000012,Lubricante / Grasa,2026-03-12,2026-05-28,6.0,6.0,2.6,NO
MP,Importación,256804285,A18110007398,0,AEREO,PE0000000012,Lubricante / Aceite,2025-05-23,2025-07-04,6.0,6.0,1.3999999999999997,NO
MP,Importación,223707843,A18110007405,3,MARITIMO,PE0000000012,Lubricante / Grasa,2022-12-07,2023-07-03,4.0,4.0,6.9,SI
MP,Importación,256801043,A18110007405,0,MARITIMO,PE0000000012,Lubricante / Grasa,2025-02-11,2025-05-07,4.0,4.0,2.8,NO
MP,Importación,246806657,A18110007405,2,AEREO,PE0000000012,Lubricante / Grasa,2024-09-25,2024-12-18,2.0,2.0,2.8,NO
MP,Importación,256803912,A18110007405,0,MARITIMO,PE0000000012,Lubricante / Grasa,2025-05-12,2025-08-26,8.0,8.0,3.5,NO
MP,Importación,256809388,A18110007405,0,AEREO,PE0000000012,Lubricante / Grasa,2025-11-05,2025-11-18,4.0,4.0,0.4,NO
MP,Importación,246804921,A18110007405,2,MARITIMO,PE0000000012,Lubricante / Grasa,2024-07-12,2024-09-17,2.0,2.0,2.2,NO
MP,Importación,256800221,A18110007405,0,MARITIMO,PE0000000012,Lubricante / Grasa,2025-01-13,2025-03-05,4.0,4.0,1.7,NO
MP,Importación,256808016,A18110007405,0,MARITIMO,PE0000000012,Lubricante / Grasa,2025-09-24,2025-12-17,8.0,8.0,2.8,NO
MP,Importación,256803323,A18110007405,0,MARITIMO,PE0000000012,Lubricante / Grasa,2025-04-22,2025-06-11,4.0,4.0,1.7,NO
MP,Importación,246802110,A18110007405,0,AEREO,PE0000000012,Lubricante / Grasa,2024-03-22,2024-05-29,2.0,2.0,2.3,NO
MP,Local,234725543,A18110007421,1,TERRE,P20609357712,Repuestos,2023-08-09,2023-08-11,2.0,2.0,0.1,NO
MP,Local,234723196,A18110007421,1,TERRE,P20609357712,Repuestos,2023-05-17,2023-05-19,3.0,3.0,0.10000000000000002,NO
MP,Local,234729387,A18110007421,1,TERRE,P20609357712,Repuestos,2023-12-18,2023-12-26,2.0,2.0,0.3,SI
MP,Local,234720544,A18110007421,1,TERRE,P20609357712,Repuestos,2023-01-25,2023-01-26,3.0,3.0,0.0,NO
MP,Local,234722231,A18110007421,1,TERRE,P20609357712,Repuestos,2023-03-31,2023-03-31,3.0,3.0,0.0,NO
MP,Local,246800412,A18110007421,1,TERRE,P20609357712,Repuestos,2024-01-19,2024-01-23,6.0,6.0,0.10000000000000002,NO
MP,Local,256801338,A18110007421,0,TERRE,P10028461238,Repuestos,2025-02-21,2025-02-26,2.0,2.0,0.2,NO
MP,Local,234727766,A18110007421,1,TERRE,P20609357712,Repuestos,2023-10-26,2023-10-30,3.0,3.0,0.10000000000000002,NO
MP,Local,234726840,A18110007421,1,TERRE,P20609357712,Repuestos,2023-09-26,2023-09-27,3.0,3.0,0.0,NO
MP,Local,234723695,A18110007421,1,TERRE,P20609357712,Repuestos,2023-06-07,2023-06-13,3.0,3.0,0.20000000000000004,NO
MP,Local,234722429,A18110007421,1,TERRE,P20609357712,Repuestos,2023-04-13,2023-04-13,3.0,3.0,0.0,NO
MP,Local,234721436,A18110007424,2,TERRE,P20384200037,Ferreteria,2023-03-02,2023-03-02,2.0,2.0,0.0,NO
MP,Local,234723196,A18110007427,2,TERRE,P20609357712,Repuestos,2023-05-17,2023-05-19,2.0,2.0,0.1,NO
MP,Local,234725543,A18110007427,2,TERRE,P20609357712,Repuestos,2023-08-09,2023-08-11,4.0,4.0,0.1,NO
MP,Local,234723695,A18110007427,2,TERRE,P20609357712,Repuestos,2023-06-07,2023-06-13,2.0,2.0,0.2,NO
MP,Local,256801338,A18110007427,1,TERRE,P10028461238,Repuestos,2025-02-21,2025-02-26,6.0,6.0,0.20000000000000004,NO
MP,Local,234722231,A18110007427,2,TERRE,P20609357712,Repuestos,2023-03-31,2023-03-31,3.0,3.0,0.0,NO
MP,Local,234722429,A18110007427,2,TERRE,P20609357712,Repuestos,2023-04-13,2023-04-13,3.0,3.0,0.0,NO
MP,Local,234720544,A18110007427,2,TERRE,P20609357712,Repuestos,2023-01-25,2023-01-26,3.0,3.0,0.0,NO
MP,Local,265704098,A18110007431,1,TERRE,P20101432760,Accesorios,2026-05-08,2026-05-13,56.0,56.0,0.2,NO
MP,Local,234726415,A18110007431,0,TERRE,P20101432760,Accesorios,2023-09-11,2023-09-15,42.0,42.0,0.1,NO
MP,Local,265701053,A18110007431,1,TERRE,P20101432760,Accesorios,2026-02-06,2026-02-13,70.0,70.0,0.2,NO
MP,Local,246807154,A18110007431,0,TERRE,P20101432760,Accesorios,2024-10-14,2024-10-16,42.0,42.0,0.1,NO
MP,Local,246800154,A18110007431,0,TERRE,P20101432760,Accesorios,2024-01-09,2024-01-15,14.0,14.0,0.2,NO
MP,Local,256803758,A18110007431,0,TERRE,P20101432760,Accesorios,2025-05-06,2025-06-18,56.0,56.0,1.4,SI
MP,Local,234728240,A18110007431,0,TERRE,P20101432760,Accesorios,2023-11-16,2023-11-21,84.0,84.0,0.2,NO
MP,Local,234722848,A18110007431,1,TERRE,P20101432760,Accesorios,2023-04-27,2023-05-02,84.0,84.0,0.2,NO
MP,Local,234724411,A18110007431,1,TERRE,P20101432760,Accesorios,2023-06-30,2023-07-04,56.0,56.0,0.1,NO
MP,Local,256806745,A18110007431,1,TERRE,P20101432760,Accesorios,2025-08-14,2025-08-25,56.0,56.0,0.4,NO
MP,Local,246808026,A18110007431,1,TERRE,P20101432760,Accesorios,2024-11-11,2024-11-19,70.0,70.0,0.3,NO
MP,Local,256805433,A18110007431,0,TERRE,P20101432760,Accesorios,2025-06-30,2025-07-24,56.0,56.0,0.8,SI
MP,Local,246800154,A18110007433,1,TERRE,P20101432760,Accesorios,2024-01-09,2024-01-15,30.0,30.0,0.2,NO
MP,Local,234726415,A18110007433,1,TERRE,P20101432760,Accesorios,2023-09-11,2023-09-15,30.0,30.0,0.1,NO
MP,Local,246807154,A18110007433,1,TERRE,P20101432760,Accesorios,2024-10-14,2024-10-16,30.0,30.0,0.1,NO
MP,Local,234722848,A18110007433,0,TERRE,P20101432760,Accesorios,2023-04-27,2023-05-02,20.0,20.0,0.2,NO
MP,Local,234728240,A18110007433,1,TERRE,P20101432760,Accesorios,2023-11-16,2023-11-21,15.0,15.0,0.2,NO
MP,Local,265704098,A18110007433,0,TERRE,P20101432760,Accesorios,2026-05-08,2026-05-13,25.0,25.0,0.2,NO
MP,Local,246808026,A18110007433,0,TERRE,P20101432760,Accesorios,2024-11-11,2024-11-19,20.0,20.0,0.3,NO
MP,Local,256806745,A18110007433,0,TERRE,P20101432760,Accesorios,2025-08-14,2025-08-25,25.0,25.0,0.4,SI
MP,Local,265701053,A18110007433,0,TERRE,P20101432760,Accesorios,2026-02-06,2026-03-04,20.0,20.0,0.9,SI
MP,Local,256804864,A18110007433,0,TERRE,P20101432760,Accesorios,2025-06-11,2025-06-18,25.0,25.0,0.2,NO
MP,Local,234724411,A18110007433,0,TERRE,P20101432760,Accesorios,2023-06-30,2023-07-04,20.0,20.0,0.1,NO
MP,Local,265704677,A18110007590,2,TERRE,P20603925662,Repuestos,2026-05-25,2026-06-21,20.0,20.0,0.9,NO
MP,Local,246800054,A18110007623,0,TERRE,P20607005282,Repuestos,2024-01-04,2024-01-04,1.0,1.0,0.0,NO
MP,Importación,223707740,A18110007623,0,AEREO,PE0000000029,Repuestos,2022-12-12,2023-01-02,2.0,2.0,0.7,NO
MP,Importación,223707740,A18110007623,1,AEREO,PE0000000029,Repuestos,2022-12-12,2023-01-02,3.0,3.0,0.6999999999999998,NO
MP,Local,234727918,A18110007623,0,TERRE,P20607005282,Repuestos,2023-11-06,2023-11-08,5.0,5.0,0.1,NO
MP,Importación,256804956,A18110007623,0,MARITIMO,PE0000000029,Repuestos,2025-06-16,2025-08-26,4.0,4.0,2.4,NO
MP,Local,246800053,A18110007623,0,TERRE,P20607005282,Repuestos,2024-01-04,2024-01-04,2.0,2.0,0.0,NO
MP,Local,234725676,A18110007623,0,TERRE,P20607005282,Repuestos,2023-08-15,2023-08-18,2.0,2.0,0.1,NO
MP,Importación,223708307,A18110007623,0,AEREO,PE0000000029,Repuestos,2022-12-30,2023-01-19,3.0,3.0,0.6999999999999998,NO
SUF,Local,256800431,A18110007626,14,TERRE,P20601450969,REPUESTO,2025-11-26,2025-12-05,3.0,3.0,0.3,NO
SUF,Local,256800431,A18110007626,15,TERRE,P20601450969,REPUESTO,2025-11-26,2025-12-05,2.0,2.0,0.3,NO
SUF,Local,264300223,A18110007626,5,TERRE,P20601450969,REPUESTO,2026-05-12,2026-05-15,1.0,1.0,0.1,NO
MP,Local,265704216,A18110007626,0,TERRE,P20601450969,Repuestos,2026-05-12,2026-05-15,1.0,1.0,0.1,NO
SUF,Local,256800431,A18110007626,16,TERRE,P20601450969,REPUESTO,2025-11-26,2025-12-05,1.0,1.0,0.3,NO
SUF,Local,256800376,A18110007626,8,TERRE,P20601450969,REPUESTO,2025-10-20,2025-11-07,1.0,1.0,0.6,SI
SUF,Local,264300227,A18110007626,13,TERRE,P20601450969,REPUESTO,2026-05-15,2026-05-21,1.0,1.0,0.2,NO
SUF,Local,256800284,A18110007626,8,TERRE,P20601450969,REPUESTO,2025-08-21,2025-08-21,1.0,1.0,0.0,NO
SUF,Local,264300091,A18110007626,5,TERRE,P20601450969,REPUESTO,2026-02-13,2026-02-20,1.0,1.0,0.2,NO
SUF,Local,264300202,A18110007629,0,TERRE,P20100006538,REPUESTO,2026-04-29,2026-05-05,90.0,90.0,0.2,NO
SUF,Local,235600260,A18110007629,0,TERRE,P20100006538,REPUESTO,2023-12-12,2023-12-15,10.0,10.0,0.1,NO
SUF,Local,246800140,A18110007629,0,TERRE,P20100006538,REPUESTO,2024-07-01,2024-07-05,40.0,40.0,0.1,NO
SUF,Local,235600213,A18110007629,0,TERRE,P20100006538,REPUESTO,2023-10-26,2023-10-30,20.0,20.0,0.1,NO
MP,Local,234723617,A18110007629,0,TERRE,P20338570041,Repuestos,2023-06-02,2023-08-02,80.0,80.0,2.0,NO
SUF,Local,235600152,A18110007629,0,TERRE,P20100006538,REPUESTO,2023-08-03,2023-08-04,50.0,50.0,0.0,NO
MP,Local,256805974,A18110007629,0,TERRE,P20338570041,Repuestos,2025-07-17,2025-07-26,120.0,120.0,0.3,NO
MP,Local,234725994,A18110007629,0,TERRE,P20338570041,Repuestos,2023-08-24,2023-08-29,40.0,40.0,0.2,NO
MP,Local,246807374,A18110007629,0,TERRE,P20338570041,Repuestos,2024-10-18,2024-12-18,60.0,60.0,2.0,NO
SUF,Local,246800184,A18110007629,0,TERRE,P20100006538,REPUESTO,2024-09-04,2024-09-05,46.0,46.0,0.0,NO
SUF,Local,246800071,A18110007629,0,TERRE,P20100006538,REPUESTO,2024-03-26,2024-04-04,32.0,32.0,0.3,SI
MP,Local,246801019,A18110007629,0,TERRE,P20338570041,Repuestos,2024-02-09,2025-06-10,300.0,290.0,16.75862068965517,SI
SUF,Local,246800002,A18110007629,0,TERRE,P20100006538,REPUESTO,2024-01-10,2024-01-12,50.0,50.0,0.1,NO
MP,Local,246804343,A18110007629,0,TERRE,P20338570041,Repuestos,2024-06-20,2025-06-10,240.0,213.0,13.295774647887324,SI
SUF,Local,256800231,A18110007629,0,TERRE,P20100006538,REPUESTO,2025-07-04,2025-07-08,203.0,203.0,0.1,NO
MP,Local,234722684,A18110007629,0,TERRE,P20338570041,Repuestos,2023-04-21,2023-04-28,20.0,20.0,0.2,NO
MP,Local,246805613,A18110007629,0,TERRE,P20338570041,Repuestos,2024-08-13,2024-08-16,60.0,56.0,0.10714285714285714,NO
SUF,Local,246800200,A18110007629,0,TERRE,P20100006538,REPUESTO,2024-09-23,2024-09-25,30.0,30.0,0.1,NO
SUF,Local,246800112,A18110007629,0,TERRE,P20100006538,REPUESTO,2024-05-14,2024-05-17,32.0,32.0,0.1,NO
SUF,Local,235600026,A18110007629,0,TERRE,P20338570041,REPUESTO,2023-02-15,2023-02-20,40.0,40.0,0.2,NO
SUF,Local,235600118,A18110007629,0,TERRE,P20100006538,REPUESTO,2023-06-21,2023-06-22,30.0,30.0,0.0,NO
SUF,Local,256800006,A18110007629,0,TERRE,P20100006538,REPUESTO,2025-01-14,2025-01-15,40.0,40.0,0.0,NO
SUF,Local,256800158,A18110007629,2,TERRE,P20100006538,REPUESTO,2025-05-14,2025-05-14,10.0,10.0,0.0,NO
SUF,Local,256800141,A18110007638,0,TERRE,P20601450969,REPUESTO,2025-04-25,2025-04-26,4.0,4.0,0.0,NO
SUF,Local,256800141,A18110007638,1,TERRE,P20601450969,REPUESTO,2025-04-25,2025-04-26,3.0,3.0,0.0,NO
SUF,Local,264300300,A18110007638,25,TERRE,P20601450969,REPUESTO,2026-06-18,2026-06-26,1.0,1.0,0.3,NO
SUF,Local,264300223,A18110007638,0,TERRE,P20601450969,REPUESTO,2026-05-12,2026-05-15,1.0,1.0,0.1,NO
SUF,Local,264300122,A18110007638,28,TERRE,P20601450969,REPUESTO,2026-03-05,2026-03-10,1.0,1.0,0.2,NO
SUF,Local,256800157,A18110007638,1,TERRE,P20601450969,REPUESTO,2025-05-14,2025-05-16,1.0,1.0,0.1,NO
SUF,Local,256800312,A18110007638,6,TERRE,P20601450969,REPUESTO,2025-09-12,2025-09-17,1.0,1.0,0.2,NO
SUF,Local,264300122,A18110007638,29,TERRE,P20601450969,REPUESTO,2026-03-05,2026-03-10,1.0,1.0,0.2,NO
SUF,Local,256800217,A18110007638,0,TERRE,P20601450969,REPUESTO,2025-06-26,2025-06-30,1.0,1.0,0.1,NO
SUF,Local,256800385,A18110007638,18,TERRE,P20601450969,REPUESTO,2025-10-29,2025-11-25,1.0,1.0,0.9,SI
SUF,Local,264300197,A18110007638,4,TERRE,P20601450969,REPUESTO,2026-04-23,2026-05-05,1.0,1.0,0.4,NO
SUF,Local,256800376,A18110007643,11,TERRE,P20601450969,EQUIPOS,2025-10-20,2025-11-07,1.0,1.0,0.6,NO
MP,Local,256803276,A18110007643,4,TERRE,P20601450969,Accesorios,2025-04-21,2025-04-22,50.0,50.0,0.0,NO
MP,Local,256804106,A18110007643,4,TERRE,P20601450969,Accesorios,2025-05-19,2025-05-20,150.0,150.0,0.0,NO
MP,Local,256809790,A18110007643,1,TERRE,P20601450969,Accesorios,2025-11-17,2025-12-01,156.0,156.0,0.5,NO
MP,Local,265700874,A18110007643,4,TERRE,P20601450969,Accesorios,2026-02-02,2026-02-06,1.0,1.0,0.1,NO
MP,Local,256810434,A18110007643,5,TERRE,P20601450969,Accesorios,2025-12-04,2025-12-17,1.0,1.0,0.4,NO
MP,Local,265701105,A18110007643,3,TERRE,P20601450969,Accesorios,2026-02-10,2026-02-18,6.0,6.0,0.3,NO
MP,Local,256805073,A18110007643,0,TERRE,P20601450969,Accesorios,2025-06-19,2025-06-20,150.0,150.0,0.0,NO
MP,Local,256803467,A18110007643,0,TERRE,P20601450969,Accesorios,2025-04-25,2025-04-26,100.0,100.0,0.0,NO
MP,Local,256810434,A18110007643,6,TERRE,P20601450969,Accesorios,2025-12-04,2025-12-17,4.0,4.0,0.4,NO
SUF,Local,256800467,A18110007643,0,TERRE,P20601450969,EQUIPOS,2025-12-22,2025-12-24,1.0,1.0,0.1,NO
MP,Local,265700480,A18110007643,6,TERRE,P20601450969,Accesorios,2026-01-20,2026-01-28,10.0,10.0,0.3,NO
MP,Local,256802540,A18110007643,1,TERRE,P20601450969,Accesorios,2025-03-27,2025-03-28,1.0,1.0,0.0,NO
SUF,Local,256800376,A18110007643,12,TERRE,P20601450969,EQUIPOS,2025-10-20,2025-11-07,2.0,2.0,0.6,NO
MP,Local,256807681,A18110007643,1,TERRE,P20601450969,Accesorios,2025-09-12,2025-09-17,6.0,6.0,0.20000000000000004,NO
MP,Local,256804755,A18110007643,0,TERRE,P20601450969,Accesorios,2025-06-06,2025-06-09,150.0,150.0,0.1,NO
MP,Local,256808697,A18110007643,3,TERRE,P20601450969,Accesorios,2025-10-16,2025-10-17,91.0,91.0,0.0,NO
MP,Local,256806595,A18110007643,1,TERRE,P20601450969,Accesorios,2025-08-11,2025-08-13,33.0,33.0,0.1,NO
MP,Local,256808697,A18110007643,5,TERRE,P20601450969,Accesorios,2025-10-16,2025-10-17,156.0,156.0,0.0,NO
MP,Local,256809938,A18110007643,3,TERRE,P20601450969,Accesorios,2025-11-20,2025-11-25,2.0,2.0,0.2,NO
MP,Local,256805983,A18110007643,1,TERRE,P20601450969,Accesorios,2025-07-17,2025-07-18,156.0,156.0,0.0,NO
MP,Local,256808697,A18110007643,1,TERRE,P20601450969,Accesorios,2025-10-16,2025-10-17,65.0,65.0,0.0,NO
MP,Local,256805484,A18110007643,1,TERRE,P20601450969,Accesorios,2025-07-01,2025-07-02,150.0,150.0,0.0,NO
MP,Local,256803854,A18110007643,0,TERRE,P20601450969,Accesorios,2025-05-08,2025-05-12,150.0,150.0,0.1,NO
MP,Local,265704213,A18110007643,0,TERRE,P20601450969,Accesorios,2026-05-12,2026-05-15,1.0,1.0,0.1,NO
MP,Local,265703255,A18110007643,2,TERRE,P20601450969,Accesorios,2026-04-14,2026-04-17,2.0,2.0,0.1,NO
MP,Local,256808324,A18110007643,0,TERRE,P20601450969,Accesorios,2025-10-03,2025-10-14,2.0,2.0,0.4,NO
MP,Local,265702304,A18110007647,3,TERRE,P20543978281,Ferreteria,2026-03-19,2026-03-30,4.0,4.0,0.4,NO
SP,Local,255600205,A18110007648,4,TERRE,P20601450969,Repuestos,2025-04-21,2025-04-26,1.0,1.0,0.2,NO
SP,Local,255600205,A18110007648,1,TERRE,P20601450969,Repuestos,2025-04-21,2025-04-26,1.0,1.0,0.2,NO
SP,Local,255600516,A18110007648,10,TERRE,P20601450969,Repuestos,2025-11-10,2025-11-26,1.0,1.0,0.5,NO
SP,Local,255600387,A18110007648,6,TERRE,P20601450969,Repuestos,2025-08-26,2025-09-02,3.0,3.0,0.20000000000000004,NO
SP,Local,255600429,A18110007648,21,TERRE,P20601450969,Repuestos,2025-09-24,2025-09-29,3.0,3.0,0.20000000000000004,NO
SP,Local,255600368,A18110007648,4,TERRE,P20601450969,Repuestos,2025-08-13,2025-08-21,1.0,1.0,0.3,NO
SP,Local,255600394,A18110007648,7,TERRE,P20601450969,Repuestos,2025-09-01,2025-09-30,2.0,2.0,1.0,SI
SP,Local,255600281,A18110007648,3,TERRE,P20601450969,Repuestos,2025-06-02,2025-06-04,1.0,1.0,0.1,NO
SP,Local,255600354,A18110007648,0,TERRE,P20601450969,Repuestos,2025-07-31,2025-07-31,2.0,2.0,0.0,NO
SP,Local,255600500,A18110007648,19,TERRE,P20601450969,Repuestos,2025-10-29,2025-11-26,1.0,1.0,0.9,SI
SP,Local,255600205,A18110007648,7,TERRE,P20601450969,Repuestos,2025-04-21,2025-04-26,1.0,1.0,0.2,NO
SP,Local,255600344,A18110007648,2,TERRE,P20601450969,Repuestos,2025-07-22,2025-07-25,1.0,1.0,0.1,NO
SP,Local,255600246,A18110007648,3,TERRE,P20601450969,Repuestos,2025-05-12,2025-05-12,1.0,1.0,0.0,NO
SP,Local,255600516,A18110007648,3,TERRE,P20601450969,Repuestos,2025-11-10,2025-11-26,2.0,2.0,0.5,NO
SP,Local,255600395,A18110007648,5,TERRE,P20601450969,Repuestos,2025-09-01,2025-09-06,3.0,3.0,0.20000000000000004,NO
SP,Local,255600263,A18110007648,3,TERRE,P20601450969,Repuestos,2025-05-21,2025-05-29,1.0,1.0,0.3,NO
