"Codigo_SAP"	"Codigo_GET"	"Codigo_Barra"	"Categoria"	"Ferreteria"	"Marca"	"Descripcion"	"UM"	"Rotacion"	"Antiguedad"	"Costo S/."	"Costo_K_USD"	"Costo_M_USD"	"Precio de lista"	"Último precio de compra"	"Última moneda de compra"	"Última fecha de compra"	"Stock Total"	"Comprometido"	"En OV"	"En OF"	"En Transito"	"Linea de Negocio"	"ID_Rotacion"	"ID_Antiguedad"	"ID_Aprobacion_Planeamiento"	"IMPORTACIONES"	"CALLAO"	"CALLAO - PRODUCCION"	"CALLAO - RESEMIN"	"CALLAO - LA CHALACA"	"CALLAO - DEFECTUOSOS"	"CALLAO - RESERVADOS"	"CALLAO - EXHIBICION"	"LIMA - RANSA"	"LIMA - RANSA DEFECTUOSOS"	"TRANSITO"	"PIURA - KMMP"	"LAS BAMBAS"	"LIMA - BLENDING"	"PIURA - AG CHIRA"	"CHIMBOTE - CD"	"AREQUIPA - CD"	"ILO - CD"	"ILO - SOUTHERN"	"TRUJILLO - CD"	"TRUJILLO - LINEA"	"ANTAPACCAY"	"RESEMIN"	"COSAPI"	"ENTREGA EPPS"	"SETTING"	"CALLAO - SIN ROTACIÓN"	"TALLER"	"DROPSHIP"	"CALLAO - RECLAMOS"	"ELECTRÓNICA"	"FILTRACIÓN"	"FRIO"	"HERRAMIENTAS HIDRAÚLICAS"	"HIDRAÚLICA NAVAL"	"HIDRAÚLICA TERRESTRE"	"LUBRICACIÓN ESPECIAL"	"LUBRICACIÓN INDUSTRIAL"	"POSADA"	"PRE-DESPACHO"	"RECSOL"	"QUEMA"	"SISTEMA DE LUBRICACIÓN"	"LIMA - RANSA REPARACIONES"	"LIMA - RANSA RECLAMOS"	"TRANSMISIÓN DE POTENCIA"	"RELSA"	"LABORATORIO LUBRICACIÓN MINERÍA"	"LIMA - RANSA RESERVADOS"	"ILO - RESERVADOS"	"CALLAO-CONTROL"	"APM - CALLAO"	"PCGE"	"ILO-QUELLAVECO"	"UNICON JICAMARCA"	"PRE-INGRESO"	"UNICON YERBABUENA"	"AREQUIPA - RESERVA"	"AREQUIPA - EXHIBICIÓN"	"ATLAS HYDRAULICS"	"CHINALCO"	"PRE-INGRESO (LOCAL)"	"NUEVOS ALMACENES NO REGISTRADOS"
"A18130005939"	"16M-12UFS"	"FA01026"	""	""	"GENÉRICO"	"ADAPTER 1404-16-12"	"PZ"	"0"	"0"	"11.34"	"3.19"	"3.19"	"3.83"	"3.19"	"USD"	"2025-07-25"	"3"	"0"	"0"	"0"	"0"	"HIDRAULI. COMPONENTE"	"0"	"0"	"Y"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"A18130005940"	"17132"	"ZFS0380"	"Ferreteria"	"FERRE"	"FERRETERIA"	"PERNO SOQ STD 3/4-10NC-2"	"PZ"	"0"	"0"	"1.56"	"0.42"	"0"	"0.38"	"1.56"	"SOL"	"2021-04-01"	"0"	"0"	"0"	"0"	"0"	"HIDRAULI. COMPONENTE"	"0"	"0"	"Y"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"A18130005947"	"174811"	"ZAC0150"	"Lubricante / Aceite"	""	"QUANTUM"	"HYPERION PREMIUM TURBINE 100"	"CL"	"0"	"0"	"1326.91"	"392.26"	"0"	"877.36"	"400.54"	"USD"	"2019-12-20"	"0"	"0"	"0"	"0"	"0"	"LUBRICACION INDUSTRI"	"0"	"0"	"Y"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"A18130005954"	"Ene-00"	"MA01782"	""	""	"LEMCO"	"SPRING  # 9-2418-2  LEMCO"	"PZ"	"0"	"0"	"83.32"	"22.17"	"0"	"41.83"	"83.32"	"SOL"	"2021-04-01"	"0"	"0"	"0"	"0"	"0"	"HIDRAULI. COMPONENTE"	"0"	"0"	"Y"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"A18130005962"	"191400"	"191400"	""	""	"GENÉRICO"	"RET RING"	"PZ"	"0"	"0"	"5.7"	"1.47"	"0"	"2.77"	"5.7"	"SOL"	"2021-08-12"	"0"	"0"	"0"	"0"	"0"	"HIDRAULI. COMPONENTE"	"0"	"0"	"Y"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"A18130005964"	"193-0006-001"	"193-0006-001"	""	""	"CHAR-LYNN"	"MOTOR 2K-2S, 11.9 CU.IN./REV (01)(ANTES 104-2005-001)"	"PZ"	"2"	"0"	"2573.56"	"731.33"	"0"	"781.47"	"2573.56"	"SOL"	"2026-04-29"	"0"	"0"	"0"	"0"	"0"	"HIDRAULI. COMPONENTE"	"2"	"0"	"N"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"A18130005965"	"193144"	"193144"	""	""	"EATON"	"RET RING"	"PZ"	"0"	"0"	"7.5516"	"2.01"	"0"	"1.61"	"7.552"	"SOL"	"2021-04-01"	"0"	"0"	"0"	"0"	"0"	"HIDRAULI. COMPONENTE"	"0"	"0"	"Y"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"A18130005966"	"193220"	"193220"	""	""	"GENÉRICO"	"WASHER-ARANDELA"	"PZ"	"0"	"0"	"4.16"	"1.02"	"0"	"1.92"	"4.16"	"SOL"	"2021-08-12"	"0"	"0"	"0"	"0"	"0"	"HIDRAULI. COMPONENTE"	"0"	"0"	"Y"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"A18130005971"	"194878"	"194878"	"Repuestos"	""	"GENÉRICO"	"RETAINER"	"PZ"	"1"	"0"	"26.55"	"7.6933"	"0"	"4.08"	"7.6933"	"USD"	"2025-10-20"	"0"	"0"	"0"	"0"	"0"	"FILTRACION"	"1"	"0"	"Y"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"A18130005972"	"194898"	"194898"	""	""	"SETTING"	"PIN"	"PZ"	"0"	"0"	"15"	"3.99"	"0"	"4.43"	"15"	"SOL"	"2021-04-01"	"0"	"0"	"0"	"0"	"0"	"HIDRAULI. COMPONENTE"	"0"	"0"	"Y"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"A18130005974"	"197412"	"197412"	""	""	"VICKERS"	"SEAL 50M"	"PZ"	"0"	"0"	"68.41"	"16.92"	"0"	"31.92"	"68.41"	"SOL"	"2021-08-12"	"0"	"0"	"0"	"0"	"0"	"HIDRAULI. COMPONENTE"	"0"	"0"	"Y"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"A18130005978"	"199491"	"199491"	""	""	"GENÉRICO"	"FOOT BRACKET (V20)"	"PZ"	"0"	"0"	"189.78"	"65"	"0"	"122.64"	"189.78"	"SOL"	"2018-12-31"	"0"	"0"	"0"	"0"	"0"	"HIDRAULI. COMPONENTE"	"0"	"0"	"Y"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"A18130005979"	"1A20DK12"	"FF02602"	"Conexion"	""	"EATON-AEROQUIP"	"CONEXION R1/R2 RECTA MACHO MILIM. M30x2.0 T22 A MANGUERA 3/4"" LIGERA"	"PZ"	"0"	"0"	"12.09"	"3.8"	"0"	"7.99"	"12.09"	"SOL"	"2018-12-31"	"0"	"0"	"0"	"0"	"0"	"MANGUERA Y CONEXION"	"0"	"0"	"Y"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"A18130005980"	"1A4BFA4"	"FF02488"	"Conexion"	""	"EATON-AEROQUIP"	"CONEXION R1/R2 A 45° HEMBRA BSP 1/4"" A MANGUERA 1/4"""	"PZ"	"0"	"0"	"40.514"	"10.332"	"0"	"26.79"	"10.031"	"USD"	"2021-10-21"	"0"	"0"	"0"	"0"	"10"	"MANGUERA Y CONEXION"	"0"	"0"	"Y"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"A18130005983"	"1AA4MP6"	"FF02012"	"Conexion"	""	"EATON-AEROQUIP"	"CONEXION R1/R2 RECTA MACHO NPT 1/4"" A MANGUERA 3/8"""	"PZ"	"0"	"0"	"10.61"	"3.33"	"0"	"0"	"10.61"	"SOL"	"2018-12-31"	"0"	"0"	"0"	"0"	"0"	"MANGUERA Y CONEXION"	"0"	"0"	"Y"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"A18130005984"	"1AA8FRC6"	"FF02314"	"Conexion"	""	"EATON-AEROQUIP"	"CONEXION R1/R2 A 90° HEMBRA ORS 1/2"" A MANGUERA 3/8"" XL"	"PZ"	"0"	"3"	"43.01"	"11.4"	"11.46"	"28.44"	"11.4"	"USD"	"2023-04-04"	"2"	"0"	"0"	"0"	"0"	"MANGUERA Y CONEXION"	"0"	"3"	"Y"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"A18130005996"	"1CN-16-04Z"	"FW03558"	"Adaptador"	""	"EATON-WINNER"	"ADAPTADOR RECTO MACHO M16x1.5 T10  A MACHO NPT 1/4"""	"PZ"	"1"	"0"	"2.51"	"0.7467"	"0"	"0"	"0.746667"	"USD"	"2026-02-12"	"0"	"0"	"0"	"0"	"0"	"MANGUERA Y CONEXION"	"1"	"0"	"Y"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"A18130005998"	"1DN-18-04Z"	"FW03556"	"Adaptador"	""	"EATON-WINNER"	"ADAPTADOR RECTO MACHO M18x1.5 T10 A MACHO NPT 1/4"""	"PZ"	"0"	"0"	"20.156"	"5.3"	"0"	"0"	"5.3"	"USD"	"2024-02-27"	"0"	"0"	"0"	"0"	"0"	"MANGUERA Y CONEXION"	"0"	"0"	"Y"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"A18130005999"	"1DN-18-06Z"	"FW03557"	"Adaptador"	""	"EATON-WINNER"	"ADAPTADOR RECTO MACHO M18x1.5 T10 A MACHO NPT 3/8"""	"PZ"	"0"	"2"	"19.4275"	"5.2338"	"5.23"	"13.89"	"5.5"	"USD"	"2023-12-18"	"8"	"0"	"0"	"0"	"0"	"MANGUERA Y CONEXION"	"0"	"2"	"Y"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"A18130006004"	"1FO-06Z"	"FW01023"	"Adaptador"	""	"EATON-WINNER"	"ADAPTADOR RECTO MACHO ORS 3/8"" A MACHO ORING BOSS 3/8"""	"PZ"	"2"	"0"	"1.671"	"0.489"	"0.48"	"1.82"	"0.481333"	"USD"	"2026-01-30"	"20"	"0"	"0"	"0"	"29"	"MANGUERA Y CONEXION"	"2"	"0"	"N"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"0"	"0"
"A18130006005"	"1J-32Z"	"FW02748"	"Adaptador"	""	"EATON-WINNER"	"ADAPTADOR RECTO MACHO JIC 2"" A MACHO JIC 2"""	"PZ"	"1"	"0"	"36.125"	"10.26"	"10.26"	"35.25"	"10.26"	"USD"	"2026-05-04"	"4"	"0"	"0"	"0"	"0"	"MANGUERA Y CONEXION"	"1"	"0"	"Y"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"A18130006006"	"1JN-12-20Z"	"FW03564"	"Adaptador"	""	"EATON-WINNER"	"ADAPTADOR RECTO MACHO JIC 3/4"" A MACHO NPT 1.1/4"""	"PZ"	"0"	"0"	"26.7"	"7.28"	"0"	"0"	"7.12"	"USD"	"2022-02-18"	"0"	"0"	"0"	"0"	"0"	"MANGUERA Y CONEXION"	"0"	"0"	"Y"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"A18130006007"	"1JN4-16Z"	"FW03561"	"Adaptador"	""	"EATON-WINNER"	"ADAPTADOR A 45°  MACHO JIC 1"" A MACHO NPT 1"""	"PZ"	"2"	"0"	"11.618"	"3.3147"	"3.31"	"10.55"	"3.282"	"USD"	"2026-04-06"	"15"	"0"	"0"	"0"	"0"	"MANGUERA Y CONEXION"	"2"	"0"	"N"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"A18130006008"	"1JN9-16-12Z"	"FW03560"	"Adaptador"	""	"EATON-WINNER"	"ADAPTADOR A 90°  MACHO JIC 1"" A MACHO NPT 3/4"""	"PZ"	"2"	"0"	"15.5204"	"3.8276"	"3.39"	"10.48"	"3.23"	"USD"	"2026-04-09"	"25"	"0"	"0"	"0"	"0"	"MANGUERA Y CONEXION"	"2"	"0"	"N"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"20"	"0"	"0"
"A18130006009"	"1JO-20Z"	"FW03530"	"Adaptador"	""	"EATON-WINNER"	"ADAPTADOR RECTO MACHO JIC 1.1/4"" A MACHO ORING BOSS 1.1/4"""	"PZ"	"2"	"0"	"9.806"	"2.822"	"2.82"	"8.86"	"2.821053"	"USD"	"2026-03-17"	"5"	"0"	"0"	"0"	"0"	"MANGUERA Y CONEXION"	"2"	"0"	"N"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"A18130006010"	"1JO4-12OGZ"	"FW03531"	"Adaptador"	""	"EATON-WINNER"	"ADAPTADOR A 45° MACHO JIC 3/4"" A MACHO ORING BOSS 3/4"""	"PZ"	"1"	"0"	"25.1125"	"7.3525"	"0"	"5.04"	"29"	"SOL"	"2026-05-18"	"0"	"0"	"0"	"0"	"0"	"MANGUERA Y CONEXION"	"1"	"0"	"Y"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"A18130006022"	"200-C-AL"	"FQ07012"	"Acople"	""	"DIXON"	"ACOPLE RAPIDO CAMLOCK TIPO C DE 2"" A ESPIGA 2"" ALUMINIO SELLO BUNA"	"PZ"	"1"	"0"	"17.751"	"5.28"	"0"	"14.04"	"5.28"	"USD"	"2026-02-11"	"0"	"0"	"0"	"0"	"0"	"MANGUERA Y CONEXION"	"1"	"0"	"Y"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"A18130006023"	"200-D-AL"	"""2"""" CAMLOCK D"""	"Acople"	""	"DIXON"	"ACOPLE RAPIDO CAMLOCK TIPO D DE 2"" A HEMBRA NPT 2"" ALUMINIO SELLO BUNA"	"UN"	"2"	"0"	"19.688"	"5.76"	"5.76"	"16.04"	"5.76"	"USD"	"2026-05-22"	"15"	"15"	"0"	"15"	"0"	"MANGUERA Y CONEXION"	"2"	"0"	"N"	"0"	"15"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"A18130006046"	"2.1/2 NPT HP"	"ZCC0174"	""	""	"GENÉRICO"	"COPLA ROSCADA 2.1/2 HP"	"PZ"	"0"	"0"	"24.15"	"7.57"	"0"	"14.28"	"24.15"	"SOL"	"2018-12-31"	"0"	"0"	"0"	"0"	"0"	"HIDRAULI. COMPONENTE"	"0"	"0"	"Y"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
