"Codigo_SAP"	"Codigo_GET"	"Codigo_Barra"	"Categoria"	"Ferreteria"	"Marca"	"Descripcion"	"UM"	"Rotacion"	"Antiguedad"	"Costo S/."	"Costo_K_USD"	"Costo_M_USD"	"Precio de lista"	"Último precio de compra"	"Última moneda de compra"	"Última fecha de compra"	"Stock Total"	"Comprometido"	"En OV"	"En OF"	"En Transito"	"Linea de Negocio"	"ID_Rotacion"	"ID_Antiguedad"	"ID_Aprobacion_Planeamiento"	"IMPORTACIONES"	"CALLAO"	"CALLAO - PRODUCCION"	"CALLAO - RESEMIN"	"CALLAO - LA CHALACA"	"CALLAO - DEFECTUOSOS"	"CALLAO - RESERVADOS"	"CALLAO - EXHIBICION"	"LIMA - RANSA"	"LIMA - RANSA DEFECTUOSOS"	"TRANSITO"	"PIURA - KMMP"	"LAS BAMBAS"	"LIMA - BLENDING"	"PIURA - AG CHIRA"	"CHIMBOTE - CD"	"AREQUIPA - CD"	"ILO - CD"	"ILO - SOUTHERN"	"TRUJILLO - CD"	"TRUJILLO - LINEA"	"ANTAPACCAY"	"RESEMIN"	"COSAPI"	"ENTREGA EPPS"	"SETTING"	"CALLAO - SIN ROTACIÓN"	"TALLER"	"DROPSHIP"	"CALLAO - RECLAMOS"	"ELECTRÓNICA"	"FILTRACIÓN"	"FRIO"	"HERRAMIENTAS HIDRAÚLICAS"	"HIDRAÚLICA NAVAL"	"HIDRAÚLICA TERRESTRE"	"LUBRICACIÓN ESPECIAL"	"LUBRICACIÓN INDUSTRIAL"	"POSADA"	"PRE-DESPACHO"	"RECSOL"	"QUEMA"	"SISTEMA DE LUBRICACIÓN"	"LIMA - RANSA REPARACIONES"	"LIMA - RANSA RECLAMOS"	"TRANSMISIÓN DE POTENCIA"	"RELSA"	"LABORATORIO LUBRICACIÓN MINERÍA"	"LIMA - RANSA RESERVADOS"	"ILO - RESERVADOS"	"CALLAO-CONTROL"	"APM - CALLAO"	"PCGE"	"ILO-QUELLAVECO"	"UNICON JICAMARCA"	"PRE-INGRESO"	"UNICON YERBABUENA"	"AREQUIPA - RESERVA"	"AREQUIPA - EXHIBICIÓN"	"ATLAS HYDRAULICS"	"CHINALCO"	"PRE-INGRESO (LOCAL)"	"NUEVOS ALMACENES NO REGISTRADOS"
"A18110000090"	"C38121-620"	"IR00310"	"Accesorios"	""	"INGERSOLL"	"FR+L DE CONEXION 1/4 METAL PROTEC., MANUAL DRAIN"	"PZ"	"0"	"0"	"277.05"	"86.65"	"0"	"163.49"	"277.05"	"SOL"	"2018-12-31"	"0"	"0"	"0"	"0"	"0"	"HIDRAULI. COMPONENTE"	"0"	"0"	"Y"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"A18110000104"	"6303-2Z-L038"	"BR00651"	"Repuestos"	""	"FAG"	"RODAJE"	"PZ"	"0"	"0"	"11.175"	"2.97"	"0"	"3.3"	"11.175"	"SOL"	"2021-04-01"	"0"	"0"	"0"	"0"	"0"	"HIDRAULI. COMPONENTE"	"0"	"0"	"Y"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"A18110000107"	"FD90-1012-04-04"	"-"	"Acople"	""	"EATON"	"ACOPLE RAPIDO DIAGNOSTICO MACHO CUERPO 1/4"" A MACHO NPT 1/4"" 483BAR/7000PSI"	"PZ"	"3"	"0"	"19.5713"	"5.6991"	"5.7"	"15.7"	"4.170988"	"USD"	"2026-06-23"	"69"	"0"	"0"	"0"	"0"	"MANGUERA Y CONEXION"	"3"	"0"	"N"	"0"	"30"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"25"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"14"	"0"	"0"
"A18110000108"	"5657-10"	"FF07070"	"Acople"	""	"EATON-AEROQUIP"	"TAPA DE GOMA GUARDAPOLVO PARA ACOPLE RAPIDO HID. 5600 MACHO 5/8"""	"PZ"	"2"	"2"	"7.9877"	"2.1282"	"2.11"	"5.47"	"2.1368"	"USD"	"2023-08-07"	"140"	"0"	"0"	"0"	"0"	"MANGUERA Y CONEXION"	"2"	"2"	"N"	"0"	"95"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"38"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"7"	"0"	"0"
"A18110000109"	"5659-10"	"FF07072"	"Acople"	""	"EATON-AEROQUIP"	"TAPA DE GOMA GUARDAPOLVO PARA ACOPLE RAPIDO HID. 5600 HEMBRA 5/8"""	"PZ"	"2"	"0"	"8.2669"	"2.1737"	"2.14"	"5.64"	"8.2565"	"SOL"	"2025-12-30"	"117"	"0"	"0"	"0"	"0"	"MANGUERA Y CONEXION"	"2"	"0"	"N"	"0"	"117"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"A18110000112"	"4S12FL12"	"FF03009"	"Conexion"	""	"EATON-AEROQUIP"	"CONEXION 4S RECTA BRIDA COD61 3/4"" A MANGUERA 3/4"""	"PZ"	"2"	"0"	"54.2"	"14.395"	"14.32"	"34.72"	"1.68"	"USD"	"2026-04-13"	"14"	"0"	"0"	"0"	"0"	"MANGUERA Y CONEXION"	"2"	"0"	"N"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"A18110000114"	"1922-B"	"MA01790"	"Repuestos"	""	"ALEMITE"	"LUBE FITTING 1/8 NPT X 45º MONEL"	"PZ"	"0"	"0"	"1.95"	"0.5"	"0"	"0.94"	"0.5"	"USD"	"2023-01-26"	"0"	"0"	"0"	"0"	"0"	"HIDRAULI. COMPONENTE"	"0"	"0"	"Y"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"A18110000119"	"DH-141*********"	"AT00210"	"Accesorios"	""	"ATOS"	"VALVULA DIRECCIONAL ATOS 4/3 ACC. MECANICO"	"PZ"	"0"	"0"	"964.4"	"263.86"	"264.14"	"497.85"	"263.7034"	"USD"	"2019-02-15"	"0"	"0"	"0"	"0"	"0"	"HIDRAULI. COMPONENTE"	"0"	"0"	"Y"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"A18110000121"	"HR-012*********"	"ZB04092"	"Accesorios"	""	"ATOS"	"CHECK VALVE CETOP 3 ATOS"	"PZ"	"0"	"0"	"192.56"	"70.64"	"0"	"133.28"	"192.56"	"SOL"	"2018-12-31"	"0"	"0"	"0"	"0"	"0"	"HIDRAULI. COMPONENTE"	"0"	"0"	"Y"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"A18110000123"	"DH-0151********"	"AT00215"	"Accesorios"	""	"ATOS"	"VALVULA DIRECCIONAL ATOS 4/2 ACC. MECANICO"	"PZ"	"0"	"0"	"1319.95"	"350.29"	"0"	"660.92"	"348.18"	"USD"	"2022-03-03"	"0"	"0"	"0"	"0"	"0"	"HIDRAULI. COMPONENTE"	"0"	"0"	"Y"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"A18110000133"	"FCR-51 1/2*****"	"-"	"Accesorios"	""	"BRAND"	"FLOW DIVIDER W/RELIEF"	"PZ"	"0"	"0"	"322.92"	"88.1575"	"0"	"166.33"	"88.1575"	"USD"	"2022-05-30"	"0"	"0"	"0"	"0"	"0"	"HIDRAULI. COMPONENTE"	"0"	"0"	"Y"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"A18110000135"	"FC-51  1/2****"	"-"	"Repuestos"	""	"BRAND"	"FLOW CONTROL 1/2 NPT  BRAND"	"PZ"	"1"	"0"	"313.55"	"87.1533"	"87.42"	"175.86"	"90.385"	"USD"	"2025-07-04"	"3"	"0"	"0"	"0"	"0"	"HIDRAULI. COMPONENTE"	"1"	"0"	"Y"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"A18110000138"	"3UG4617-1CR20"	"-"	"Accesorios"	""	"BRAND"	"ANALIZADOR DE FASE 440VAC CONTROL 220VAC"	"PZ"	"0"	"0"	"560.12"	"146.245"	"0"	"275.93"	"146.245"	"USD"	"2022-04-22"	"0"	"0"	"0"	"0"	"0"	"HIDRAULI. COMPONENTE"	"0"	"0"	"Y"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"A18110000156"	"5SL6110-7"	"-"	"Accesorios"	""	"BRAND"	"INT. TERMOMAGNETICO 1X10A 6KA/110/220/440VAC CURVA C"	"PZ"	"0"	"0"	"15.15"	"4.58"	"0"	"8.64"	"15.15"	"SOL"	"2018-12-31"	"0"	"0"	"0"	"0"	"0"	"HIDRAULI. COMPONENTE"	"0"	"0"	"Y"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"A18110000157"	"3VA9157-0FK21"	"-"	"Repuestos"	""	"BRAND"	"MANDO ROTATIVO CON EJE DE 300 MM PARA INTERRUPTOR 3VA1"	"PZ"	"0"	"0"	"321.9"	"88"	"0"	"258.3"	"88"	"USD"	"2025-05-08"	"0"	"0"	"0"	"0"	"0"	"HIDRAULI. COMPONENTE"	"0"	"0"	"Y"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"A18110000161"	"4TX-SS"	"FP01258"	"Repuestos"	""	"BRENNAN"	"SLEEVE 1/4 SST  # 0319-04-SS"	"PZ"	"0"	"0"	"3.32"	"1.02"	"0"	"1.92"	"3.32"	"SOL"	"2021-08-12"	"0"	"0"	"0"	"0"	"0"	"HIDRAULI. COMPONENTE"	"0"	"0"	"Y"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"A18110000162"	"12MJ-16MP90"	"FG01187"	"Repuestos"	""	"BRENNAN"	"ADAPTADOR 90° 1"""" NPT - 3/4""""  2501-12-16"	"PZ"	"0"	"0"	"18.95"	"5.73"	"0"	"10.81"	"18.95"	"SOL"	"2018-12-31"	"0"	"0"	"0"	"0"	"0"	"HIDRAULI. COMPONENTE"	"0"	"0"	"Y"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"A18110000163"	"EM1045/MR/6.0/F"	"BV00132"	"Accesorios"	""	"BREVINI"	"REDUCTOR EM1045/MR/6.0/FL450.8C/61125601260 P/N B0007507"	"ST"	"0"	"0"	"3682.71"	"1059.65"	"0"	"1630.23"	"3682.71"	"SOL"	"2018-12-31"	"0"	"0"	"0"	"0"	"0"	"TRANSM. DE POTENCIA"	"0"	"0"	"Y"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"A18110000166"	"102032"	"BV01075"	"Repuestos"	""	"BREVINI"	"ROTARY SHAFT SEAL - FKM"	"PZ"	"1"	"0"	"117.53"	"35.105"	"0"	"46.15"	"35"	"USD"	"2026-02-16"	"0"	"0"	"0"	"0"	"6"	"TRANSM. DE POTENCIA"	"1"	"0"	"Y"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"A18110000173"	"BPH425K/190,9/I"	"BV00075"	"Accesorios"	""	"BREVINI"	"REDUCTOR PLANETARIO ORTOGONAL BPH425K/190,9/IEC160/B6"	"UN"	"0"	"0"	"39151.11"	"0"	"0"	"24680.62"	"14584"	"EUR"	"2023-04-03"	"0"	"0"	"0"	"0"	"0"	"TRANSM. DE POTENCIA"	"0"	"0"	"Y"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"A18110000174"	"C/R 49966"	"ZOS0190"	"Repuestos"	""	"CHICAGO RAWHIDE"	"OIL SEAL 11408"	"PZ"	"0"	"3"	"247.45"	"64.79"	"63.08"	"80.99"	"64.79"	"USD"	"2023-01-17"	"1"	"0"	"0"	"0"	"0"	"HIDRAULI. COMPONENTE"	"0"	"3"	"Y"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"A18110000175"	"C/R 50070"	"ZOS0200"	"Repuestos"	""	"CHICAGO RAWHIDE"	"OIL SEAL 11409"	"PZ"	"0"	"0"	"200.7967"	"52.5733"	"0"	"99.19"	"52.5733"	"USD"	"2023-01-17"	"0"	"0"	"0"	"0"	"0"	"HIDRAULI. COMPONENTE"	"0"	"0"	"Y"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"A18110000188"	"100521*********"	"FQ01019"	"Repuestos"	""	"CAST SPA"	"ADAPTADOR MACHO 1 BSP - OD 25MM MACHO"	"PZ"	"1"	"0"	"54.16"	"16"	"0"	"7.9"	"16"	"USD"	"2026-04-10"	"0"	"0"	"0"	"0"	"0"	"HIDRAULI. COMPONENTE"	"1"	"0"	"Y"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"A18110000194"	"103921*********"	"FQ01065"	"Repuestos"	""	"CAST SPA"	"TEE OD 25MM MACHO"	"PZ"	"1"	"0"	"121.86"	"36"	"0"	"26.3"	"36"	"USD"	"2026-04-10"	"0"	"0"	"0"	"0"	"0"	"HIDRAULI. COMPONENTE"	"1"	"0"	"Y"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"A18110000250"	"103821*********"	"FQ01061"	"Repuestos"	""	"CAST SPA"	"UNION CODO 90º P'TUBO 25MM OD CAST"	"PZ"	"0"	"2"	"91.145"	"24.99"	"24.98"	"56.47"	"24"	"USD"	"2024-05-09"	"2"	"0"	"0"	"0"	"0"	"HIDRAULI. COMPONENTE"	"0"	"2"	"Y"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"A18110000255"	"100519*********"	"FQ01017"	"Repuestos"	""	"CAST SPA"	"ADAPTADOR MACHO 1/2 BSP - OD 16MM MACHO"	"PZ"	"0"	"0"	"9.64"	"3.1"	"0"	"5.85"	"9.64"	"SOL"	"2018-12-31"	"0"	"0"	"0"	"0"	"0"	"HIDRAULI. COMPONENTE"	"0"	"0"	"Y"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"A18110000257"	"100520*********"	"FQ01018"	"Repuestos"	""	"CAST SPA"	"ADAPTADOR MACHO 3/4 BSP - OD 20MM MACHO"	"PZ"	"0"	"0"	"10.52"	"3.78"	"0"	"7.13"	"10.52"	"SOL"	"2018-12-31"	"0"	"0"	"0"	"0"	"0"	"HIDRAULI. COMPONENTE"	"0"	"0"	"Y"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"A18110000258"	"193-0116-001***"	"193-0116-001"	"Accesorios"	""	"CHAR-LYNN"	"MOTOR 2K-2S, 8.0 CU.IN./REV (01) AF(ANTES 104-2269-001)"	"PZ"	"0"	"1"	"2974.885"	"787.3617"	"745.9"	"1410.04"	"812.182"	"USD"	"2024-11-18"	"6"	"0"	"0"	"0"	"0"	"HIDRAULI. COMPONENTE"	"0"	"1"	"Y"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"A18110000259"	"104-3498-006"	"104-3498-006"	"Accesorios"	""	"CHAR-LYNN"	"MOTOR C/SPEED SENSOR AD 14.9 CU.IN,/REV (01) AC-AA"	"PZ"	"2"	"1"	"2120.7094"	"570.2622"	"577.93"	"1262.55"	"526.43"	"USD"	"2024-11-07"	"18"	"0"	"0"	"0"	"0"	"HIDRAULI. COMPONENTE"	"2"	"1"	"N"	"0"	"18"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
